Tag No,Old No,T1,T2,X,Y,Family,genus,species,Old Tree Notes,"D 2013.1","POM 2013.1","F1 2013.1","F2 2013.1","Height 2013.1","F5 2013.1","F3 2013.1","F4 2013.1","LI 2013.1","CI 2013.1","Census Notes 2013.1","D 2014.2","POM 2014.2",F1,F2,"Height 2014.2",F5,F3,F4,"LI 2014.2","CI 2014.2",Tree ID,"D 2015.1","POM 2015.1",F1,F2,"Height 2015.1",F5,F3,F4,"LI 2015.1","CI 2015.1",Census Notes,Tree ID,New Tag No
268,,7,,,,Chloranthaceae,Hedyosmum,indet,,145,1300,a,1,7,4,0,0,0,1,,148,1300,c,1,,,0,0,,,1105650,159,1300,c,1,8000,,0,0,1,2b,,1105650,
269,,7,,,,Chloranthaceae,Hedyosmum,indet,,100,1300,a,1,6,4,0,0,0,1,,0,1300,k,1,,,0,0,,,1105651,,1300,k,1,,,0,0,,,,1105651,
270,,7,,,,Melastomataceae,Miconia,alpina,,105,1300,a,1,6,4,0,0,0,1,,0,1300,k,1,,,0,0,,,1105652,,1300,k,1,,,0,0,,,,1105652,
271,,7,,,,Melastomataceae,Miconia,setulosa,,121,1300,a,1,8,4,0,0,0,1,,131,1300,d,1,,,0,0,,,1105653,0,1300,0,cps,0,,0,0,,,,1105653,
272,,7,,,,Melastomataceae,Miconia,setulosa,,283,1300,a,1,10,4,0,0,0,1,,283,1300,d,1,,,0,0,,,1105654,0,1300,0,cps,0,,0,0,,,,1105654,
273,,7,,,,Melastomataceae,Miconia,setulosa,,136,1300,a,1,7,4,0,0,0,1,,141,1300,a,1,,,0,0,,,1105655,144,1300,c,1,7000,,0,0,0,2b,,1105655,
274,,7,,,,Melastomataceae,Miconia,setulosa,,166,1300,a,1,8,4,0,0,0,1,,147,1300,c,1,,,0,0,,,1105656,0,1300,0,cps,0,,0,0,,,,1105656,
275,,7,,,,Melastomataceae,Miconia,setulosa,,112,1300,a,1,6,4,0,0,0,1,,113,1300,d,1,,,0,0,,,1105657,115,1300,d,1,5000,,0,0,1,3b,,1105657,
276,,7,,,,Melastomataceae,Miconia,setulosa,,128,1300,a,1,6,4,0,0,0,1,,135,1300,d,1,,,0,0,,,1105658,10,1300,c,1,5000,,0,0,1,2b,,1105658,
277,,7,,,,Clethraceae,Clethra,cuneata,,181,1300,a,1,7.5,4,0,0,0,1,,185,1300,c,1,,,0,0,,,1105659,190,1300,c,1,8000,,0,0,0,4,,1105659,
278,,7,,,,Cunoniaceae,Weinmannia,fagaroides,,208,1300,a,1,8,4,0,0,0,1,,210,1300,a,1,,,0,0,,,1105660,212,1300,a,1,7000,,0,0,2,3a,,1105660,
279,,7,,,,Melastomataceae,Miconia,alpina,,108,1300,a,1,6,4,0,0,0,1,,116,1300,a,1,,,0,0,,,1105661,124,1300,q,1,6000,,0,0,0,3b,,1105661,
280,,7,,,,Chloranthaceae,Hedyosmum,indet,,124,1300,a,1,8,4,0,0,0,1,,126,1300,c,1,,,0,0,,,1105662,0,1300,0,l,0,,0,0,,,,1105662,
281,,7,,,,Cunoniaceae,Weinmannia,fagaroides,,144,1300,a,1,8,4,0,0,0,1,,146,1300,c,1,,,0,0,,,1105663,0,1300,0,kr,0,,0,0,,,,1105663,
282,,8,,,,Symplocaceae,Symplocos,baehnii,,142,1300,a,1,6,4,0,0,0,1,,143,1300,c,1,,,0,0,,,1105664,144,1300,c,1,6000,,0,0,0,2c,,1105664,
283,,8,,,,Symplocaceae,Symplocos,baehnii,,135,1300,a,1,6,4,0,0,0,1,,125,1300,c,1,,,0,0,,,1105665,126,1300,m,1,3000,,0,0,3,3a,,1105665,
284,,8,,,,Symplocaceae,Symplocos,quitensis,,146,1300,a,1,8,4,0,0,0,1,,148,1300,c,1,,,0,0,,,1105666,148,1300,c,1,7000,,0,0,0,1,,1105666,
285,,8,,,,Symplocaceae,Symplocos,quitensis,,137,1300,a,1,11,4,0,0,0,1,,37,1300,c,1,,,0,0,,,1105667,135,1300,c,1,8000,,0,0,1,3b,,1105667,
286,,8,,,,Symplocaceae,Symplocos,quitensis,,108,1300,a,1,11,4,0,0,0,1,,110,1300,a,1,,,0,0,,,1105668,109,1300,a,1,9000,,0,0,0,2c,,1105668,
287,,8,,,,Clethraceae,Clethra,cuneata,,169,1300,a,1,10,4,0,0,0,1,,170,1300,a,1,,,0,0,,,1105669,173,1300,a,1,10000,,0,0,0,2b,,1105669,
288,,8,,,,Campanulaceae,Centropogon,indet,,103,1300,a,1,10,4,0,0,0,1,,105,1300,c,1,,,0,0,,,1105670,0,1300,0,bps,0,,0,0,,,,1105670,
289,,8,,,,Cunoniaceae,Weinmannia,fagaroides,,238,1300,a,1,8,4,0,0,0,1,,240,1300,c,1,,,0,0,,,1105671,249,1300,c,1,9000,,0,0,1,3b,,1105671,
290,,8,,,,Symplocaceae,Symplocos,baehnii,,142,1300,a,1,8,4,0,0,0,1,,145,1300,a,1,,,0,0,,,1105672,145,1300,a,1,9000,,0,0,0,4,,1105672,
291,,8,,,,Cunoniaceae,Weinmannia,fagaroides,,640,1300,a,1,11,4,0,0,0,1,,643,1300,a,1,,,0,0,,,1105673,672,1300,ah,1,12000,,0,0,0,4,,1105673,
292,,8,,,,Cunoniaceae,Weinmannia,fagaroides,,231,1300,a,1,9,4,0,0,0,1,,235,1300,c,1,,,0,0,,,1105674,240,1300,ch,1,10000,,0,0,0,3b,,1105674,
293,,8,,,,Melastomataceae,Miconia,setulosa,,206,1300,a,1,12,4,0,0,0,1,,210,1300,ch,1,,,0,0,,,1105675,213,1300,ch,1,9000,,0,0,1,3a,,1105675,
294,,8,293,,,Melastomataceae,Miconia,setulosa,,288,1300,a,1,8,4,0,0,0,1,,290,1300,ah,1,,,0,0,,,1105676,291,1300,ah,1,9000,,0,0,0,3a,,1105676,
295,,8,,,,Clethraceae,Clethra,cuneata,,295,1300,a,1,12,4,0,0,0,1,,295,1300,a,1,,,0,0,,,1105677,299,1300,c,1,12000,,0,0,0,4,,1105677,
296,,8,,,,Clethraceae,Clethra,cuneata,,194,1300,a,1,8,4,0,0,0,1,,198,1300,a,1,,,0,0,,,1105678,198,1300,a,1,10000,,0,0,0,2c,,1105678,
297,,8,,,,Melastomataceae,Miconia,setulosa,,259,1300,a,1,9,4,0,0,0,1,,281,1300,c,1,,,0,0,,,1105679,275,1300,biq,1,4000,,0,0,0,1,b=4000,1105679,
298,,8,,,,Melastomataceae,Miconia,setulosa,,346,1300,a,1,9,4,0,0,0,1,,340,1300,a,1,,,0,0,,,1105680,344,1300,a,1,9000,,0,0,0,2c,,1105680,
299,,8,,,,Cunoniaceae,Weinmannia,fagaroides,,308,1300,a,1,10,4,0,0,0,1,,398,1300,a,1,,,0,0,,,1105681,295,1300,a,1,10000,,0,0,1,4,,1105681,
300,,8,,,,Clethraceae,Clethra,cuneata,,426,1300,a,1,14,4,0,0,0,1,,430,1300,a,1,,,0,0,,,1105682,432,1300,a,1,10000,,0,0,0,4,,1105682,
301,,8,,,,Clethraceae,Clethra,cuneata,,182,1300,a,1,6,4,0,0,0,1,,182,1300,a,1,,,0,0,,,1105683,182,1300,a,1,7000,,0,0,0,3a,,1105683,
302,,8,,,,Melastomataceae,Miconia,setulosa,,112,1300,a,1,7,4,0,0,0,1,,116,1300,c,1,,,0,0,,,1105684,119,1300,cz,1,7000,,0,0,0,2b,,1105684,
303,,8,,,,Melastomataceae,Miconia,setulosa,,179,1300,a,1,8,4,0,0,0,1,,203,1300,c,1,,,0,0,,,1105685,205,1300,c,1,8000,,0,0,0,3a,,1105685,
304,,8,,,,Melastomataceae,Miconia,setulosa,,179,1300,a,1,8.5,4,0,0,0,1,,181,1300,ch,1,,,0,0,,,1105686,186,1300,c,1,9000,,0,0,0,2b,,1105686,
305,,8,,,,Lauraceae,Persea,ruizii,,126,1300,a,1,11,4,0,0,0,1,,127,1300,a,1,,,0,0,,,1105687,128,1300,a,1,9000,,0,0,0,3a,,1105687,
306,,8,304,,,Melastomataceae,Miconia,setulosa,,139,1300,a,1,7,4,0,0,0,1,,142,1300,ch,1,,,0,0,,,1105688,144,1300,c,1,7000,,0,0,0,2c,,1105688,
307,,8,304,,,Melastomataceae,Miconia,setulosa,,155,1300,a,1,6,4,0,0,0,1,,157,1300,ch,1,,,0,0,,,1105689,158,1300,ch,1,6000,,0,0,0,2c,,1105689,
308,,8,,,,Melastomataceae,Miconia,alpina,,152,1300,a,1,6,4,0,0,0,1,,150,1300,a,1,,,0,0,,,1105690,154,1300,a,1,6000,,0,0,0,2a,,1105690,
309,,8,,,,Melastomataceae,Miconia,indet,,114,1300,a,1,7,4,0,0,0,1,,115,1300,a,1,,,0,0,,,1105691,120,1300,c,1,7000,,0,0,0,2c,,1105691,
310,,8,,,,Symplocaceae,Symplocos,quitensis,,103,1300,a,1,8,4,0,0,0,1,,105,1300,a,1,,,0,0,,,1105692,107,1300,a,1,7000,,0,0,0,2c,,1105692,
311,,8,,,,Melastomataceae,Miconia,setulosa,,291,1300,a,1,9,4,0,0,0,1,,298,1300,a,1,,,0,0,,,1105693,300,1300,c,1,9000,,0,0,0,4,,1105693,
312,,8,,,,Symplocaceae,Symplocos,quitensis,,150,1300,a,1,9,4,0,0,0,1,,122,1300,c,1,,,0,0,,,1105694,152,1300,c,1,9000,,0,0,0,4,,1105694,
313,,9,,,,Solanaceae,Sessea,dependens,,148,1300,a,1,12,4,0,0,0,1,,150,1300,c,1,,,0,0,,,1105695,154,1300,bc,1,7000,,0,0,0,2b,b=7000,1105695,
314,,9,,,,Chloranthaceae,Hedyosmum,indet,,249,1300,a,1,12,4,0,0,0,1,,255,1300,c,1,,,0,0,,,1105696,0,1300,0,kr,0,,0,0,,,,1105696,
315,,9,,,,Rosaceae,Polylepis,pauta,,495,1300,a,1,12,4,0,0,0,1,,488,1300,c,1,,,0,0,,,1105697,489,1300,c,1,12000,,0,0,1,2c,,1105697,
316,,9,,,,Chloranthaceae,Hedyosmum,indet,,129,1300,a,1,6,4,0,0,0,1,,138,1300,a,1,,,0,0,,,1105698,142,1300,a,1,9000,,0,0,0,2b,,1105698,
317,,9,,,,Symplocaceae,Symplocos,baehnii,,225,1300,a,1,10,4,0,0,0,1,,230,1300,a,1,,,0,0,,,1105699,233,1300,m,1,8000,,0,0,2,3a,,1105699,
318,,9,,,,Symplocaceae,Symplocos,quitensis,,153,1300,a,1,5,4,0,0,0,1,,153,1300,a,1,,,0,0,,,1105700,153,1300,f,1,7000,,0,0,0,2b,,1105700,
319,,9,,,,Symplocaceae,Symplocos,quitensis,,138,1300,a,1,9,4,0,0,0,1,,140,1300,a,1,,,0,0,,,1105701,141,1300,a,1,7000,,0,0,0,3b,,1105701,
320,,9,,,,Melastomataceae,Miconia,alpina,,181,1300,a,1,10,4,0,0,0,1,,182,1300,c,1,,,0,0,,,1105702,184,1300,c,1,8000,,0,0,1,2c,,1105702,
321,,9,,,,Cunoniaceae,Weinmannia,fagaroides,,130,1300,a,1,8,4,0,0,0,1,,135,1300,c,1,,,0,0,,,1105703,137,1300,c,1,8000,,0,0,1,2b,,1105703,
322,,9,,,,Rosaceae,Polylepis,pauta,,450,1300,a,1,13,4,0,0,0,1,,454,1300,c,1,,,0,0,,,1105704,457,1300,c,1,13000,,0,0,0,1,,1105704,
323,,9,,,,Cunoniaceae,Weinmannia,auriculata,,257,1300,a,1,12,4,0,0,0,1,,262,1300,c,1,,,0,0,,,1105705,265,1300,c,1,10000,,0,0,1,2a,,1105705,
324,,9,,,,Melastomataceae,Miconia,alpina,,190,1300,a,1,11,4,0,0,0,1,,193,1300,a,1,,,0,0,,,1105706,196,1300,c,1,10000,,0,0,0,3a,,1105706,
325,,9,,,,Cunoniaceae,Weinmannia,fagaroides,,488,1300,a,1,13,4,0,0,0,1,,499,1300,a,1,,,0,0,,,1105707,0,1300,0,l,0,,0,0,,,,1105707,
326,,9,,,,Melastomataceae,Miconia,setulosa,,124,1300,a,1,6,4,0,0,0,1,,135,1300,a,1,,,0,0,,,1105708,0,1300,0,l,0,,0,0,,,,1105708,
327,,9,,,,Chloranthaceae,Hedyosmum,indet,,116,1300,a,1,6,4,0,0,0,1,,114,1300,c,1,,,0,0,,,1105709,118,1300,ceq,1,6000,,0,0,0,1,,1105709,
328,,9,,,,Melastomataceae,Miconia,alpina,,212,1300,a,1,11,4,0,0,0,1,,215,1300,a,1,,,0,0,,,1105710,0,1300,0,bpx,0,,0,0,,,,1105710,
329,,9,,,,Cunoniaceae,Weinmannia,fagaroides,,167,1300,a,1,9,4,0,0,0,1,,181,1300,c,1,,,0,0,,,1105711,174,1300,czm,1,8000,,0,0,2,3a,,1105711,
330,,9,,,,Melastomataceae,Miconia,alpina,,199,1300,a,1,11,4,0,0,0,1,,207,1300,c,1,,,0,0,,,1105712,0,1300,0,cps,0,,0,0,,,,1105712,
331,,9,,,,Melastomataceae,Miconia,alpina,,231,1300,a,1,10,4,0,0,0,1,,237,1300,a,1,,,0,0,,,1105713,0,1300,0,bpv,0,,0,0,,,,1105713,
332,,9,,,,Indet,Indet,indet,,183,1300,a,1,2,4,0,0,0,1,,183,1300,i,1,,,0,0,,,1105714,0,1300,0,bps,0,,0,0,,,,1105714,
333,,9,,,,Rosaceae,Polylepis,pauta,,344,1300,a,1,12,4,0,0,0,1,,349,1300,c,1,,,0,0,,,1105715,349,1300,c,1,12000,,0,0,0,2a,,1105715,
334,,9,,,,Clethraceae,Clethra,indet,,194,1300,a,1,14,4,0,0,0,1,,196,1300,c,1,,,0,0,,,1105716,200,1300,c,1,9000,,0,0,0,1,,1105716,
335,,9,,,,Melastomataceae,Miconia,alpina,,226,1300,a,1,12,4,0,0,0,1,,225,1300,c,1,,,0,0,,,1105717,232,1300,c,1,9000,,0,0,0,3a,,1105717,
336,,9,,,,Cunoniaceae,Weinmannia,fagaroides,,275,1300,a,1,13,4,0,0,0,1,,280,1300,a,1,,,0,0,,,1105718,285,1300,c,1,12000,,0,0,0,4,,1105718,
337,,9,,,,Melastomataceae,Miconia,alpina,,230,1300,a,1,9,4,0,0,0,1,,228,1300,c,1,,,0,0,,,1105719,228,1300,c,1,10000,,0,0,1,3b,,1105719,
338,,9,,,,Solanaceae,Sessea,dependens,,157,1300,a,1,12,4,0,0,0,1,,0,1300,k,1,,,0,0,,,1105720,0,1300,0,kr,0,,0,0,,,,1105720,
339,,9,,,,Symplocaceae,Symplocos,baehnii,,225,1300,a,1,12,4,0,0,0,1,,236,1300,ah,1,,,0,0,,,1105721,247,1300,ch,1,12000,,0,0,0,3a,,1105721,
340,,9,339,,,Symplocaceae,Symplocos,baehnii,,152,1300,a,1,12,4,0,0,0,1,,157,1300,ah,1,,,0,0,,,1105722,157,1300,ch,1,8000,,0,0,0,3a,,1105722,
341,,9,,,,Melastomataceae,Miconia,alpina,,208,1300,a,1,12,4,0,0,0,1,,209,1300,c,1,,,0,0,,,1105723,0,1300,0,bps,0,,0,0,,,,1105723,
342,,9,,,,Symplocaceae,Symplocos,baehnii,,134,1300,a,1,10,4,0,0,0,1,,136,1300,a,1,,,0,0,,,1105724,136,1300,c,1,8000,,0,0,0,1,,1105724,
343,,9,,,,Melastomataceae,Miconia,alpina,,270,1300,a,1,13,4,0,0,0,1,,270,1300,c,1,,,0,0,,,1105725,278,1300,c,1,9000,,0,0,0,3b,,1105725,
344,,9,,,,Symplocaceae,Symplocos,baehnii,,161,1300,a,1,11,4,0,0,0,1,,162,1300,a,1,,,0,0,,,1105726,164,1300,c,1,7000,,0,0,0,3a,,1105726,
345,,9,,,,Rosaceae,Polylepis,pauta,,274,1300,a,1,13,4,0,0,0,1,,276,1300,a,1,,,0,0,,,1105727,282,1300,cq,1,8000,,0,0,0,4,,1105727,
346,,10,,,,Melastomataceae,Miconia,indet,,121,1300,a,1,6,4,0,0,0,1,,271,1300,a,1,,,0,0,,,1105728,120,1300,c,1,6000,,0,0,0,2c,,1105728,
347,,10,,,,Chloranthaceae,Hedyosmum,indet,,389,1300,a,1,9,4,0,0,0,1,,406,1300,a,1,,,0,0,,,1105729,413,1300,c,1,9000,,0,0,0,4,,1105729,
348,,10,,,,Symplocaceae,Symplocos,quitensis,,145,1300,a,1,8,4,0,0,0,1,,147,1300,a,1,,,0,0,,,1105730,148,1300,c,1,7000,,0,0,0,3a,,1105730,
349,,10,,,,Symplocaceae,Symplocos,quitensis,,190,1300,a,1,8,4,0,0,0,1,,199,1300,c,1,,,0,0,,,1105731,196,1300,c,1,7000,,0,0,1,2c,,1105731,
350,,10,,,,Cunoniaceae,Weinmannia,fagaroides,,104,1300,a,1,5,4,0,0,0,1,,107,1300,a,1,,,0,0,,,1105732,109,1300,a,1,7000,,0,0,1,3b,,1105732,
351,,10,,,,Rosaceae,Polylepis,pauta,,126,1300,a,1,5,4,0,0,0,1,,125,1300,ah,1,,,0,0,,,1105733,116,1300,cq,1,6000,,0,0,1,4,,1105733,
352,,10,,,,Asteraceae,Gynoxys,nitida,,165,1300,a,1,5,4,0,0,0,1,,171,1300,a,1,,,0,0,,,1105734,176,1300,a,1,6000,,0,0,0,4,,1105734,
353,,10,,,,Rosaceae,Polylepis,pauta,,144,1300,a,1,6,4,0,0,0,1,,142,1300,c,1,,,0,0,,,1105735,143,1300,c,1,5000,,0,0,0,2a,,1105735,
354,,10,,,,Clethraceae,Clethra,indet,,107,1300,a,1,5,4,0,0,0,1,,108,1300,c,1,,,0,0,,,1105736,111,1300,ci,1,6000,,0,0,0,2c,,1105736,
355,,10,,,,Clethraceae,Clethra,indet,,176,1300,a,1,9,4,0,0,0,1,,180,1300,c,1,,,0,0,,,1105737,184,1300,c,1,10000,,0,0,0,2c,,1105737,
356,,10,,,,Rosaceae,Polylepis,pauta,,255,1300,a,1,8,4,0,0,0,1,,263,1300,c,1,,,0,0,,,1105738,266,1300,c,1,9000,,0,0,0,3a,,1105738,
357,,10,,,,Melastomataceae,Miconia,alpina,,101,1300,a,1,5,4,0,0,0,1,,106,1300,c,1,,,0,0,,,1105739,108,1300,c,1,6000,,0,0,0,2a,,1105739,
358,,10,,,,Symplocaceae,Symplocos,baehnii,,163,1300,a,1,7,4,0,0,0,1,,167,1300,a,1,,,0,0,,,1105740,166,1300,cf,1,7000,,0,0,0,2c,,1105740,
359,,10,,,,Symplocaceae,Symplocos,baehnii,,146,1300,a,1,9,4,0,0,0,1,,150,1300,a,1,,,0,0,,,1105741,152,1300,a,1,8000,,0,0,0,4,,1105741,
360,,10,,,,Melastomataceae,Miconia,alpina,,365,1300,a,1,12,4,0,0,0,1,,367,1300,c,1,,,0,0,,,1105742,368,1300,d,1,10000,,0,0,0,3a,,1105742,
361,,10,,,,Rosaceae,Polylepis,pauta,,263,1300,a,1,9,4,0,0,0,1,,262,1300,c,1,,,0,0,,,1105743,264,1300,dq,1,12000,,0,0,0,1,,1105743,
362,,10,,,,Asteraceae,Gynoxys,nitida,,275,1300,a,1,10,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1105744,0,1300,0,mru,0,,0,0,,,,1105744,
363,,10,,,,Solanaceae,Sessea,dependens,,182,1300,a,1,11,4,0,0,0,1,,184,1300,c,1,,,0,0,,,1105745,180,1300,dz,1,10000,,0,0,0,1,desenraizado,1105745,
364,,10,,,,Rosaceae,Polylepis,pauta,,127,1300,a,1,7,4,0,0,0,1,,129,1300,c,1,,,0,0,,,1105746,129,1300,c,1,8000,,0,0,0,2a,,1105746,
365,,10,,,,Symplocaceae,Symplocos,quitensis,,154,1300,a,1,7,4,0,0,0,1,,160,1300,a,1,,,0,0,,,1105747,162,1300,a,1,7000,,0,0,0,4,,1105747,
366,,10,,,,Melastomataceae,Miconia,alpina,,114,1300,a,1,6,4,0,0,0,1,,118,1300,c,1,,,0,0,,,1105748,119,1300,c,1,9000,,0,0,0,2b,,1105748,
367,,10,,,,Melastomataceae,Miconia,alpina,,104,1300,a,1,6,4,0,0,0,1,,106,1300,a,1,,,0,0,,,1105749,106,1300,iz,1,6000,,0,0,0,2a,,1105749,
368,,10,,,,Melastomataceae,Miconia,alpina,,196,1300,a,1,8,4,0,0,0,1,,204,1300,a,1,,,0,0,,,1105750,206,1300,a,1,8000,,0,0,0,4,,1105750,
369,,10,,,,Rosaceae,Polylepis,pauta,,144,1300,a,1,8,4,0,0,0,1,,145,1300,c,1,,,0,0,,,1105751,145,1300,c,1,11000,,0,0,0,3b,,1105751,
370,,10,,,,Symplocaceae,Symplocos,baehnii,,193,1300,a,1,12,4,0,0,0,1,,196,1300,a,1,,,0,0,,,1105752,203,1300,bq,1,5000,,0,0,0,1,b=5000,1105752,
371,,10,,,,Symplocaceae,Symplocos,baehnii,,120,1300,a,1,10,4,0,0,0,1,,124,1300,c,1,,,0,0,,,1105753,128,1300,a,1,9000,,0,0,0,4,,1105753,
372,,10,,,,Rosaceae,Polylepis,pauta,,412,1300,a,1,15,4,0,0,0,1,,415,1300,c,1,,,0,0,,,1105754,425,1300,c,1,12000,,0,0,0,3b,,1105754,
373,,10,,,,Rosaceae,Polylepis,pauta,,363,1300,a,1,13,4,0,0,0,1,,364,1300,c,1,,,0,0,,,1105755,364,1300,cig,1,9000,,0,0,0,3a,,1105755,
374,,10,,,,Rosaceae,Polylepis,pauta,,467,1300,a,1,12,4,0,0,0,1,,470,1300,c,1,,,0,0,,,1105756,470,1300,cq,1,12000,,0,0,,,,1105756,
375,,10,,,,Chloranthaceae,Hedyosmum,indet,,201,1300,a,1,11,4,0,0,0,1,,203,1300,ah,1,,,0,0,,,1105757,203,1300,ah,1,12000,,0,0,0,3a,,1105757,
376,,10,375,,,Chloranthaceae,Hedyosmum,indet,,146,1300,a,1,11,4,0,0,0,1,,149,1300,ah,1,,,0,0,,,1105758,152,1300,ah,1,9000,,0,0,0,3a,,1105758,
377,,11,,,,Melastomataceae,Miconia,alpina,,415,1300,a,1,14,4,0,0,0,1,,455,1300,a,1,,,0,0,,,1105759,425,1300,a,1,12000,,0,0,0,2c,,1105759,
378,,11,,,,Symplocaceae,Symplocos,baehnii,,222,1300,a,1,15,4,0,0,0,1,,225,1300,a,1,,,0,0,,,1105760,227,1300,a,1,12000,,0,0,0,3b,,1105760,
379,,11,,,,Symplocaceae,Symplocos,quitensis,,116,1300,a,1,12,4,0,0,0,1,,118,1300,a,1,,,0,0,,,1105761,120,1300,a,1,8000,,0,0,0,2a,,1105761,
380,,11,,,,Clethraceae,Clethra,cuneata,,180,1300,a,1,11,4,0,0,0,1,,182,1300,c,1,,,0,0,,,1105762,184,1300,c,1,9000,,0,0,0,3a,,1105762,
381,,11,,,,Cunoniaceae,Weinmannia,fagaroides,,119,1300,a,1,9,4,0,0,0,1,,120,1300,c,1,,,0,0,,,1105763,0,1300,0,bps,0,,0,0,,,,1105763,
382,,11,,,,Solanaceae,Sessea,dependens,,145,1300,a,1,8,4,0,0,0,1,,145,1300,ah,1,,,0,0,,,1105764,145,1300,dizh,1,7000,,0,0,0,2a,,1105764,
383,,11,382,,,Solanaceae,Sessea,dependens,,102,1300,a,1,5,4,0,0,0,1,,101,1300,ah,1,,,0,0,,,1105765,101,1300,ah,1,8000,,0,0,1,2b,,1105765,
384,,11,,,,Melastomataceae,Miconia,alpina,,175,1300,a,1,7,4,0,0,0,1,,177,1300,c,1,,,0,0,,,1105766,166,1300,bq,1,3000,,0,0,0,1,b=3000,1105766,
385,,11,,,,Primulaceae,Myrsine,andina,,156,1300,a,1,8,4,0,0,0,1,,160,1300,a,1,,,0,0,,,1105767,160,1300,a,1,12000,,0,0,0,2b,,1105767,
386,,11,,,,Solanaceae,Sessea,dependens,,266,1300,a,1,12,4,0,0,0,1,,261,1300,a,1,,,0,0,,,1105768,263,1300,c,1,10000,,0,0,1,2c,,1105768,
387,,11,,,,Melastomataceae,Miconia,alpina,,215,1300,a,1,10,4,0,0,0,1,,223,1300,a,1,,,0,0,,,1105769,231,1300,c,1,9000,,0,0,0,3b,,1105769,
388,,11,,,,Clethraceae,Clethra,cuneata,,121,1300,a,1,10,4,0,0,0,1,,122,1300,d,1,,,0,0,,,1105770,121,1300,diz,1,6000,,0,0,0,1,,1105770,
389,,11,,,,Solanaceae,Sessea,dependens,,120,1300,a,1,6,4,0,0,0,1,,126,1300,a,1,,,0,0,,,1105771,121,1300,bciz,1,7000,,0,0,0,3a,b=5000,1105771,
390,,11,,,,Cunoniaceae,Weinmannia,fagaroides,,125,1300,a,1,10,4,0,0,0,1,,126,1300,c,1,,,0,0,,,1105772,127,1300,c,1,8000,,0,0,0,3a,,1105772,
391,,11,,,,Symplocaceae,Symplocos,baehnii,,188,1300,a,1,6,4,0,0,0,1,,190,1300,c,1,,,0,0,,,1105773,201,1300,c,1,9000,,0,0,1,3b,,1105773,
392,,11,,,,Melastomataceae,Miconia,setulosa,,215,1300,a,1,9,4,0,0,0,1,,220,1300,ah,1,,,0,0,,,1105774,220,1300,ch,1,10000,,0,0,0,2c,,1105774,
393,,11,392,,,Melastomataceae,Miconia,setulosa,,205,1300,a,1,9,4,0,0,0,1,,210,1300,ch,1,,,0,0,,,1105775,210,1300,ch,1,8000,,0,0,1,3a,,1105775,
394,,11,392,,,Melastomataceae,Miconia,setulosa,,187,1300,a,1,9,4,0,0,0,1,,190,1300,ah,1,,,0,0,,,1105776,195,1300,c,1,10000,,0,0,1,3a,,1105776,
395,,11,,,,Symplocaceae,Symplocos,quitensis,,233,1300,a,1,11,4,0,0,0,1,,238,1300,a,1,,,0,0,,,1105777,238,1300,a,1,10000,,0,0,1,3b,,1105777,
396,,11,,,,Clethraceae,Clethra,cuneata,,308,1300,a,1,13,4,0,0,0,1,,311,1300,a,1,,,0,0,,,1105778,311,1300,a,1,12000,,0,0,0,4,,1105778,
397,,11,,,,Asteraceae,Gynoxys,nitida,,311,1300,a,1,6,4,0,0,0,1,,301,1300,a,1,,,0,0,,,1105779,306,1300,a,1,10000,,0,0,0,3b,,1105779,
398,,11,,,,Symplocaceae,Symplocos,quitensis,,157,1300,a,1,8,4,0,0,0,1,,156,1300,a,1,,,0,0,,,1105780,156,1300,a,1,9000,,0,0,0,3b,,1105780,
399,,11,,,,Melastomataceae,Miconia,setulosa,,180,1300,a,1,7,4,0,0,0,1,,179,1300,c,1,,,0,0,,,1105781,181,1300,c,1,12000,,0,0,0,2c,,1105781,
400,,11,,,,Clethraceae,Clethra,cuneata,,172,1300,a,1,10,4,0,0,0,1,,175,1300,c,1,,,0,0,,,1105782,177,1300,c,1,11000,,0,0,0,3b,,1105782,
401,,11,,,,Melastomataceae,Miconia,setulosa,,100,1300,a,1,7,4,0,0,0,1,,100,1300,c,1,,,0,0,,,1105783,100,1300,c,1,12000,,0,0,0,2a,,1105783,
402,,11,,,,Clethraceae,Clethra,cuneata,,179,1300,a,1,10,4,0,0,0,1,,184,1300,a,1,,,0,0,,,1105784,186,1300,a,1,11000,,0,0,0,4,,1105784,
403,,11,,,,Melastomataceae,Miconia,setulosa,,235,1300,a,1,11,4,0,0,0,1,,206,1300,a,1,,,0,0,,,1105785,230,1300,c,1,9000,,0,0,0,3a,,1105785,
404,,11,,,,Symplocaceae,Symplocos,quitensis,,155,1300,a,1,11,4,0,0,0,1,,160,1300,c,1,,,0,0,,,1105786,160,1300,c,1,7000,,0,0,0,2b,,1105786,
405,,11,404,,,Symplocaceae,Symplocos,quitensis,,100,1300,a,1,5,4,0,0,0,1,,102,1300,c,1,,,0,0,,,1105787,100,1300,c,1,8000,,0,0,0,3b,,1105787,
406,,11,,,,Clethraceae,Clethra,cuneata,,330,1300,a,1,12,4,0,0,0,1,,339,1300,c,1,,,0,0,,,1105788,340,1300,c,1,9000,,0,0,0,3a,,1105788,
407,,11,,,,Symplocaceae,Symplocos,baehnii,,373,1300,a,1,12,4,0,0,0,1,,378,1300,c,1,,,0,0,,,1105789,380,1300,c,1,12000,,0,0,0,3a,,1105789,
