Tag No,Old No,T1,T2,X,Y,Family,genus,species,Old Tree Notes,"D 2013.1","POM 2013.1","F1 2013.1","F2 2013.1","Height 2013.1","F5 2013.1","F3 2013.1","F4 2013.1","LI 2013.1","CI 2013.1","Census Notes 2013.1","D 2014.2","POM 2014.2",F1,F2,"Height 2014.2",F5,F3,F4,"LI 2014.2","CI 2014.2",Tree ID,"D 2015.1","POM 2015.1",F1,F2,"Height 2015.1",F5,F3,F4,"LI 2015.1","CI 2015.1",Census Notes,Tree ID,New Tag No
681,,20,,,,Symplocaceae,Symplocos,baehnii,,119,1300,a,1,13,4,0,0,0,1,,125,1300,a,1,,,0,0,,,1106063,125,1300,a,1,11000,,0,0,1,3b,,1106063,
682,,20,,,,Rosaceae,Polylepis,pauta,,328,1300,a,1,14,4,0,0,0,1,,325,1300,ch,1,,,0,0,,,1106064,325,1300,c,1,11000,,0,0,1,3b,,1106064,
683,,20,,,,Melastomataceae,Miconia,indet,,310,1300,a,1,13,4,0,0,0,1,,319,1300,ah,1,,,0,0,,,1106065,315,1300,c,1,11000,,0,0,1,3b,,1106065,
684,,20,,,,Symplocaceae,Symplocos,baehnii,,165,1300,a,1,13,4,0,0,0,1,,169,1300,a,1,,,0,0,,,1106066,172,1300,a,1,9000,,0,0,0,3b,,1106066,
685,,20,,,,Chloranthaceae,Hedyosmum,indet,,100,1300,a,1,6,4,0,0,0,1,,106,1300,c,1,,,0,0,,,1106067,114,1300,c,1,7000,,0,0,0,3a,,1106067,
686,,20,,,,Chloranthaceae,Hedyosmum,indet,,230,1300,a,1,10,4,0,0,0,1,,230,1300,c,1,,,0,0,,,1106068,234,1300,c,1,10000,,0,0,0,3a,,1106068,
687,,20,,,,Chloranthaceae,Hedyosmum,indet,,113,1300,a,1,6,4,0,0,0,1,,119,1300,c,1,,,0,0,,,1106069,121,1300,bc,1,6000,,0,0,0,2a,,1106069,
688,,20,,,,Melastomataceae,Miconia,indet,,320,1300,a,1,13,4,0,0,0,1,,428,1300,c,1,,,0,0,,,1106070,426,1300,c,1,11000,,0,0,0,3b,,1106070,
689,,20,,,,Chloranthaceae,Hedyosmum,indet,,212,1300,a,1,9,4,0,0,0,1,,215,1300,c,1,,,0,0,,,1106071,225,1300,c,1,10000,,0,0,0,3b,,1106071,
690,,20,,,,Chloranthaceae,Hedyosmum,indet,,165,1300,a,1,9,4,0,0,0,1,,171,1300,a,1,,,0,0,,,1106072,171,1300,c,1,9000,,0,0,0,3b,,1106072,
691,,20,,,,Clethraceae,Clethra,cuneata,,107,1300,a,1,7,4,0,0,0,1,,114,1300,c,1,,,0,0,,,1106073,123,1300,c,1,8000,,0,0,0,2a,,1106073,
692,,20,,,,Symplocaceae,Symplocos,baehnii,,148,1300,a,1,8,4,0,0,0,1,,149,1300,a,1,,,0,0,,,1106074,145,1300,c,1,8000,,0,0,0,3a,,1106074,
693,,20,,,,Symplocaceae,Symplocos,baehnii,,287,1300,a,1,10,4,0,0,0,1,,293,1300,c,1,,,0,0,,,1106075,293,1300,c,1,12000,,0,0,0,3b,,1106075,
694,,20,,,,Clethraceae,Clethra,cuneata,,225,1300,a,1,18,4,0,0,0,1,,235,1300,c,1,,,0,0,,,1106076,235,1300,c,1,7000,,0,0,0,2c,,1106076,
695,,20,,,,Clethraceae,Clethra,cuneata,,302,1300,a,1,15,4,0,0,0,1,,304,1300,a,1,,,0,0,,,1106077,306,1300,a,1,10000,,0,0,0,4,,1106077,
696,,20,,,,Clethraceae,Clethra,cuneata,,521,1300,a,1,18,4,0,0,0,1,,526,1300,c,1,,,0,0,,,1106078,542,1300,c,1,12000,,0,0,0,4,,1106078,
697,,20,,,,Symplocaceae,Symplocos,baehnii,,145,1300,a,1,10,4,0,0,0,1,,192,1300,c,1,,,0,0,,,1106079,154,1300,c,1,11000,,0,0,0,3a,,1106079,
698,,20,,,,Symplocaceae,Symplocos,baehnii,,360,1300,a,1,13,4,0,0,0,1,,363,1300,c,1,,,0,0,,,1106080,364,1300,c,1,11000,,0,0,0,3b,,1106080,
699,,20,,,,Rosaceae,Polylepis,pauta,,140,1300,a,1,8,4,0,0,0,1,,142,1300,c,1,,,0,0,,,1106081,145,1300,c,1,11000,,0,0,0,2c,,1106081,
700,,20,,,,Symplocaceae,Symplocos,baehnii,,178,1300,a,1,6,4,0,0,0,1,,180,1300,c,1,,,0,0,,,1106082,180,1300,a,1,6000,,0,0,0,1,,1106082,
701,,20,,,,Rosaceae,Polylepis,pauta,,553,1300,a,1,14,4,0,0,0,1,,561,1300,c,1,,,0,0,,,1106083,558,1300,cq,1,13000,,0,0,0,4,,1106083,
702,,20,,,,Symplocaceae,Symplocos,baehnii,,108,1300,a,1,8,4,0,0,0,1,,109,1300,c,1,,,0,0,,,1106084,113,1300,c,1,8000,,0,0,0,2a,,1106084,
703,,20,,,,Symplocaceae,Symplocos,baehnii,,209,1300,a,1,12,4,0,0,0,1,,212,1300,a,1,,,0,0,,,1106085,215,1300,a,1,10000,,0,0,0,3b,,1106085,
704,,20,,,,Clethraceae,Clethra,indet,,172,1300,a,1,12,4,0,0,0,1,,179,1300,a,1,,,0,0,,,1106086,181,1300,a,1,11000,,0,0,0,4,,1106086,
705,,20,,,,Symplocaceae,Symplocos,quitensis,,203,1300,a,1,12,4,0,0,0,1,,209,1300,a,1,,,0,0,,,1106087,208,1300,a,1,12000,,0,0,0,3b,,1106087,
706,,20,,,,Symplocaceae,Symplocos,baehnii,,291,1300,a,1,12,4,0,0,0,1,,293,1300,c,1,,,0,0,,,1106088,293,1300,c,1,11000,,0,0,0,3b,,1106088,
707,,20,,,,Symplocaceae,Symplocos,quitensis,,118,1300,a,1,9,4,0,0,0,1,,123,1300,a,1,,,0,0,,,1106089,127,1300,a,1,9000,,0,0,0,2b,,1106089,
708,,20,,,,Chloranthaceae,Hedyosmum,indet,,191,1300,a,1,16,4,0,0,0,1,,203,1300,c,1,,,0,0,,,1106090,195,1300,c,1,8000,,0,0,0,3a,parcialmente desenraizado,1106090,
709,,20,,,,Rosaceae,Polylepis,pauta,,477,1300,a,1,15,4,0,0,0,1,,520,1300,c,1,,,0,0,,,1106091,475,1300,cq,1,13000,,0,0,1,3b,,1106091,
710,,20,,,,Melastomataceae,Miconia,alpina,,230,1300,a,1,9,4,0,0,0,1,,230,1300,c,1,,,0,0,,,1106092,230,1300,ci,1,7000,,0,0,0,3a,,1106092,
711,,20,,,,Melastomataceae,Miconia,alpina,,101,1300,a,1,5,4,0,0,0,1,,105,1300,c,1,,,0,0,,,1106093,109,1300,c,1,8000,,0,0,0,2b,,1106093,
712,,20,,,,Cunoniaceae,Weinmannia,fagaroides,,606,1300,a,1,12,4,0,0,0,1,,610,1300,c,1,,,0,0,,,1106094,611,1300,c,1,12000,,0,0,0,4,,1106094,
713,,20,,,,Clethraceae,Clethra,cuneata,,109,1300,a,1,10,4,0,0,0,1,,113,1300,a,1,,,0,0,,,1106095,117,1300,a,1,9000,,0,0,0,3a,,1106095,
714,,21,,,,Cunoniaceae,Weinmannia,fagaroides,,390,1300,a,1,14,4,0,0,0,1,,398,1300,c,1,,,0,0,,,1106096,398,1300,c,1,13000,,0,0,0,3a,,1106096,
715,,21,,,,Melastomataceae,Miconia,indet,,344,1300,a,1,15,4,0,0,0,1,,349,1300,a,1,,,0,0,,,1106097,349,1300,cg,1,10000,,0,0,0,3a,,1106097,
716,,21,,,,Clethraceae,Clethra,cuneata,,276,1300,a,1,12,4,0,0,0,1,,283,1300,a,1,,,0,0,,,1106098,282,1300,f,1,9000,,0,0,1,3a,,1106098,
717,,21,,,,Symplocaceae,Symplocos,baehnii,,253,1300,a,1,10,4,0,0,0,1,,260,1300,a,1,,,0,0,,,1106099,261,1300,c,1,11000,,0,0,1,2b,,1106099,
718,,21,,,,Chloranthaceae,Hedyosmum,indet,,110,1300,a,1,6,4,0,0,0,1,,110,1300,c,1,,,0,0,,,1106100,111,1300,c,1,7000,,0,0,1,1,,1106100,
719,,21,,,,Chloranthaceae,Hedyosmum,indet,,212,1300,a,1,10,4,0,0,0,1,,222,1300,c,1,,,0,0,,,1106101,222,1300,c,1,10000,,0,0,0,2b,,1106101,
720,,21,,,,Symplocaceae,Symplocos,quitensis,,200,1300,a,1,12,4,0,0,0,1,,213,1300,a,1,,,0,0,,,1106102,205,1300,a,1,12000,,0,0,0,3b,,1106102,
721,,21,,,,Chloranthaceae,Hedyosmum,indet,,166,1300,a,1,10,4,0,0,0,1,,168,1300,c,1,,,0,0,,,1106103,170,1300,c,1,8000,,0,0,0,1,,1106103,
722,,21,,,,Melastomataceae,Miconia,alpina,,115,1300,a,1,7,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1106104,115,1300,c,1,6000,,0,0,0,1,,1106104,
723,,21,,,,Rosaceae,Polylepis,pauta,,612,1300,a,1,15,4,0,0,0,1,,605,1300,c,1,,,0,0,,,1106105,608,1300,ceq,1,12000,,0,0,0,3b,,1106105,
724,,21,,,,Melastomataceae,Miconia,indet,,147,1300,a,1,10,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106106,0,1300,0,kru,0,,0,0,,,,1106106,
725,,21,,,,Melastomataceae,Miconia,indet,,136,1300,a,1,10.5,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106107,0,1300,0,kru,0,,0,0,,,,1106107,
726,,21,,,,Rosaceae,Polylepis,pauta,,147,1300,a,1,5,4,0,0,0,1,,152,1300,ah,1,,,0,0,,,1106108,158,1300,ah,1,7000,,0,0,0,3a,,1106108,
727,,21,726,,,Rosaceae,Polylepis,pauta,,187,1300,a,1,5,4,0,0,0,1,,186,1300,ah,1,,,0,0,,,1106109,187,1300,chb,1,5000,,0,0,0,3a,b (5m),1106109,
728,,21,,,,Chloranthaceae,Hedyosmum,indet,,176,1300,a,1,5,4,0,0,0,1,,179,1300,d,1,,,0,0,,,1106110,178,1300,d,1,8000,,0,0,0,2b,,1106110,
729,,21,,,,Chloranthaceae,Hedyosmum,indet,,332,1300,a,1,15,4,0,0,0,1,,337,1300,ch,1,,,0,0,,,1106111,33.9,1300,c,1,12000,,0,0,0,2b,,1106111,
730,,21,729,,,Chloranthaceae,Hedyosmum,indet,,273,1300,a,1,15,4,0,0,0,1,,270,1300,ch,1,,,0,0,,,1106112,282,1300,c,1,14000,,0,0,0,2c,,1106112,
731,,21,,,,Melastomataceae,Miconia,indet,,381,1300,a,1,14,4,0,0,0,1,,387,1300,a,1,,,0,0,,,1106113,387,1300,a,1,11000,,0,0,0,2c,,1106113,
732,,21,,,,Chloranthaceae,Hedyosmum,indet,,189,1300,a,1,14,4,0,0,0,1,,190,1300,c,1,,,0,0,,,1106114,191,1300,c,1,11000,,0,0,0,3a,,1106114,
733,,21,,,,Rosaceae,Polylepis,pauta,,519,1300,a,1,16,4,0,0,0,1,,527,1300,a,1,,,0,0,,,1106115,530,1300,cq,1,13000,,0,0,0,4,,1106115,
734,,21,,,,Chloranthaceae,Hedyosmum,indet,,119,1300,a,1,6,4,0,0,0,1,,122,1300,c,1,,,0,0,,,1106116,123,1300,c,1,9000,,0,0,1,3a,,1106116,
735,,21,,,,Rosaceae,Polylepis,pauta,,439,1300,a,1,20,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1106117,0,1300,0,mru,0,,0,0,,,,1106117,
736,,21,,,,Chloranthaceae,Hedyosmum,indet,,194,1300,a,1,8,4,0,0,0,1,,196,1300,c,1,,,0,0,,,1106118,200,1300,c,1,10000,,0,0,0,2c,,1106118,
737,,21,,,,Melastomataceae,Miconia,indet,,357,1300,a,1,17,4,0,0,0,1,,360,1300,a,1,,,0,0,,,1106119,365,1300,a,1,10000,,0,0,0,2c,,1106119,
738,,21,,,,Melastomataceae,Miconia,indet,,151,1300,a,1,7,4,0,0,0,1,,132,1300,a,1,,,0,0,,,1106120,153,1300,a,1,10000,,0,0,1,3b,,1106120,
739,,21,,,,Chloranthaceae,Hedyosmum,indet,,109,1300,a,1,6,4,0,0,0,1,,109,1300,a,1,,,0,0,,,1106121,110,1300,ce,1,5000,,0,0,0,2a,,1106121,
740,,21,,,,Solanaceae,Sessea,dependens,,118,1300,a,1,9,4,0,0,0,1,,120,1300,c,1,,,0,0,,,1106122,121,1300,c,1,8000,,0,0,0,2c,,1106122,
741,,21,,,,Chloranthaceae,Hedyosmum,indet,,158,1300,a,1,6,4,0,0,0,1,,165,1300,a,1,,,0,0,,,1106123,164,1300,c,1,7000,,0,0,0,2a,,1106123,
742,,21,,,,Symplocaceae,Symplocos,baehnii,,424,1300,a,1,15,4,0,0,0,1,,429,1300,a,1,,,0,0,,,1106124,435,1300,c,1,11000,,0,0,1,3b,,1106124,
743,,21,,,,Symplocaceae,Symplocos,baehnii,,284,1300,a,1,12,4,0,0,0,1,,288,1300,a,1,,,0,0,,,1106125,289,1300,ce,1,11000,,0,0,1,3b,,1106125,
744,,21,,,,Symplocaceae,Symplocos,quitensis,,224,1300,a,1,13,4,0,0,0,1,,226,1300,c,1,,,0,0,,,1106126,225,1300,c,1,9000,,0,0,1,3a,,1106126,
745,,21,,,,Melastomataceae,Miconia,indet,,353,1300,a,1,15,4,0,0,0,1,,355,1300,a,1,,,0,0,,,1106127,355,1300,c,1,11000,,0,0,1,3b,,1106127,
746,,21,,,,Rosaceae,Polylepis,pauta,,521,1300,a,1,14,4,0,0,0,1,,535,1300,a,1,,,0,0,,,1106128,541,1300,c,1,12000,,0,0,0,4,,1106128,
747,,22,,,,Melastomataceae,Miconia,indet,,414,1300,a,1,14,4,0,0,0,1,,412,1300,a,1,,,0,0,,,1106129,424,1300,a,1,12000,,0,0,1,3b,,1106129,
748,,22,,,,Solanaceae,Sessea,dependens,,131,1300,a,1,16,4,0,0,0,1,,135,1300,a,1,,,0,0,,,1106130,139,1300,a,1,11000,,0,0,0,2c,,1106130,
749,,22,,,,Solanaceae,Sessea,dependens,,280,1300,a,1,15,4,0,0,0,1,,274,1300,a,1,,,0,0,,,1106131,282,1300,c,1,9000,,0,0,0,2b,pr„ximo al derrumbe,1106131,
750,,22,,,,Melastomataceae,Miconia,indet,,337,1300,a,1,12,4,0,0,0,1,,342,1300,c,1,,,0,0,,,1106132,347,1300,c,1,9000,,0,0,1,3a,,1106132,
751,,22,,,,Chloranthaceae,Hedyosmum,indet,,214,1300,a,1,10,4,0,0,0,1,,223,1300,c,1,,,0,0,,,1106133,228,1300,c,1,10000,,0,0,0,2b,,1106133,
752,,22,,,,Chloranthaceae,Hedyosmum,indet,,140,1300,a,1,12,4,0,0,0,1,,141,1300,c,1,,,0,0,,,1106134,142,1300,c,1,10000,,0,0,0,4,,1106134,
753,,22,,,,Solanaceae,Sessea,dependens,,163,1300,a,1,12,4,0,0,0,1,,168,1300,c,1,,,0,0,,,1106135,171,1300,c,1,8000,,0,0,0,2c,,1106135,
754,,22,,,,Chloranthaceae,Hedyosmum,indet,,140,1300,a,1,7,4,0,0,0,1,,0,1300,0,mpu,,,0,0,,,1106136,0,1300,0,mpu,0,,0,0,,,,1106136,
755,,22,,,,Chloranthaceae,Hedyosmum,indet,,192,1300,a,1,6,4,0,0,0,1,,195,1300,a,1,,,0,0,,,1106137,196,1300,bc,1,8000,,0,0,0,1,b (7m),1106137,
756,,22,,,,Rosaceae,Polylepis,pauta,,499,1300,a,1,14,4,0,0,0,1,,503,1300,c,1,,,0,0,,,1106138,,,0,k,0,,0,0,,,,1106138,
757,,22,,,,Melastomataceae,Miconia,indet,,123,1300,a,1,5,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106139,0,1300,0,kru,0,,0,0,,,,1106139,
758,,22,,,,Cunoniaceae,Weinmannia,fagaroides,,500,1300,a,1,18,4,0,0,0,1,,508,1300,ah,1,,,0,0,,,1106140,509,1300,ch,1,13000,,0,0,0,3b,,1106140,
759,,22,758,,,Cunoniaceae,Weinmannia,fagaroides,,230,1300,a,1,18,4,0,0,0,1,,242,1300,c,1,,,0,0,,,1106141,236,1300,ch,1,11000,,0,0,0,3a,,1106141,
760,,22,,,,Chloranthaceae,Hedyosmum,indet,,325,1300,a,1,9,4,0,0,0,1,,324,1300,ch,1,,,0,0,,,1106142,348,1300,ch,1,10000,,0,0,0,3a,,1106142,
761,,22,,,,Chloranthaceae,Hedyosmum,indet,,363,1300,a,1,12,4,0,0,0,1,,368,1300,ah,1,,,0,0,,,1106143,375,1300,ch,1,11000,,0,0,1,3b,,1106143,
762,,22,,,,Chloranthaceae,Hedyosmum,indet,,495,1300,a,1,14,4,0,0,0,1,,493,1300,a,1,,,0,0,,,1106144,505,1300,cq,1,11000,,0,0,1,3a,,1106144,
763,,22,,,,Symplocaceae,Symplocos,baehnii,,230,1300,a,1,15,4,0,0,0,1,,234,1300,a,1,,,0,0,,,1106145,235,1300,c,1,12000,,0,0,1,3b,,1106145,
764,,22,,,,Chloranthaceae,Hedyosmum,indet,,384,1300,a,1,18,4,0,0,0,1,,392,1300,ah,1,,,0,0,,,1106146,397,1300,ch,1,11000,,0,0,0,3a,,1106146,
765,,22,764,,,Chloranthaceae,Hedyosmum,indet,,341,1300,a,1,17,4,0,0,0,1,,384,1300,ch,1,,,0,0,,,1106147,344,1300,ch,1,12000,,0,0,1,3b,,1106147,
766,,22,,,,Symplocaceae,Symplocos,quitensis,,316,1300,a,1,9,4,0,0,0,1,,319,1300,a,1,,,0,0,,,1106148,327,1300,a,1,11000,,0,0,1,4,,1106148,
767,,22,,,,Symplocaceae,Symplocos,quitensis,,155,1300,a,1,10,4,0,0,0,1,,159,1300,a,1,,,0,0,,,1106149,154,1300,a,1,10000,,0,0,0,4,,1106149,
768,,23,,,,Rosaceae,Prunus,huantensis,,363,1300,a,1,9.5,4,0,0,0,1,,371,1300,c,1,,,0,0,,,1106150,375,1300,ci,1,12000,,0,0,0,2a,,1106150,
769,,23,,,,Symplocaceae,Symplocos,quitensis,,101,1300,a,1,9,4,0,0,0,1,,153,1300,c,1,,,0,0,,,1106151,152,1300,cib,1,4000,,0,0,0,1,b (4m),1106151,
770,,23,,,,Symplocaceae,Symplocos,quitensis,,109,1300,a,1,11,4,0,0,0,1,,112,1300,a,1,,,0,0,,,1106152,115,1300,a,1,8000,,0,0,0,3b,,1106152,
771,,23,,,,Symplocaceae,Symplocos,baehnii,,166,1300,a,1,8,4,0,0,0,1,,168,1300,a,1,,,0,0,,,1106153,168,1300,a,1,8000,,0,0,0,3a,,1106153,
772,,23,,,,Symplocaceae,Symplocos,quitensis,,197,1300,a,1,8,4,0,0,0,1,,202,1300,a,1,,,0,0,,,1106154,204,1300,c,1,9000,,0,0,1,3b,,1106154,
773,,23,,,,Chloranthaceae,Hedyosmum,indet,,305,1300,a,1,6,4,0,0,0,1,,316,1300,c,1,,,0,0,,,1106155,323,1300,c,1,9000,,0,0,1,3b,,1106155,
774,,23,,,,Chloranthaceae,Hedyosmum,indet,,105,1300,a,1,6,4,0,0,0,1,,105,1300,c,1,,,0,0,,,1106156,0,1300,0,bps,0,,0,0,,,,1106156,
775,,23,,,,Symplocaceae,Symplocos,quitensis,,235,1300,a,1,10,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106157,0,1300,0,kru,0,,0,0,,,,1106157,
776,,23,,,,Clethraceae,Clethra,cuneata,,179,1300,a,1,14,4,0,0,0,1,,181,1300,c,1,,,0,0,,,1106158,191,1300,c,1,12000,,0,0,2,4,,1106158,
777,,23,,,,Symplocaceae,Symplocos,quitensis,,256,1300,a,1,12,4,0,0,0,1,,260,1300,a,1,,,0,0,,,1106159,258,1300,a,1,10000,,0,0,2,4,,1106159,
778,,23,,,,Cunoniaceae,Weinmannia,fagaroides,,293,1300,a,1,9,4,0,0,0,1,,296,1300,c,1,,,0,0,,,1106160,295,1300,c,1,9000,,0,0,2,3b,,1106160,
779,,23,,,,Cunoniaceae,Weinmannia,fagaroides,,344,1300,a,1,9,4,0,0,0,1,,344,1300,c,1,,,0,0,,,1106161,345,1300,dm,1,7000,,0,0,3,3a,,1106161,
780,,23,,,,Cunoniaceae,Weinmannia,fagaroides,,480,1300,a,1,6,4,0,0,0,1,,492,1300,a,1,,,0,0,,,1106162,191,1300,ch,1,9000,,0,0,0,2c,,1106162,
780.1,,23,,,,Cunoniaceae,Weinmannia,fagaroides,,,,,,,,,,,,,,,,,,,,,,,,178,1300,chn,1,8000,,0,0,0,2c,,,
781,,23,,,,Melastomataceae,Miconia,indet,,118,1300,a,1,5,4,0,0,0,1,,117,1300,c,1,,,0,0,,,1106163,118,1300,dem,1,9000,,0,0,3,3b,,1106163,
782,,23,,,,Melastomataceae,Miconia,indet,,115,1300,a,1,5,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1106164,115,1300,d,1,5000,,0,0,0,2c,,1106164,
783,,23,,,,Symplocaceae,Symplocos,quitensis,,222,1300,a,1,7,4,0,0,0,1,,223,1300,c,1,,,0,0,,,1106165,224,1300,c,1,9000,,0,0,0,3a,,1106165,
784,,23,,,,Clethraceae,Clethra,cuneata,,108,1300,a,1,6,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1106166,115,1300,c,1,8000,,0,0,0,3b,,1106166,
785,,23,,,,Clethraceae,Clethra,cuneata,,185,1300,a,1,10,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1106167,,1300,0,mru,,,0,0,,,,1106167,
786,,23,785,,,Clethraceae,Clethra,cuneata,,280,1300,a,1,9,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1106168,,1300,0,mru,,,0,0,,,,1106168,
787,,23,,,,Cunoniaceae,Weinmannia,fagaroides,,265,1300,a,1,11,4,0,0,0,1,,324,1300,c,1,,,0,0,,,1106169,274,1300,c,1,11000,,0,0,0,4,,1106169,
788,,23,,,,Symplocaceae,Symplocos,quitensis,,240,1300,a,1,7,4,0,0,0,1,,249,1300,a,1,,,0,0,,,1106170,240,1300,c,1,8000,,0,0,0,4,,1106170,
789,,23,,,,Cunoniaceae,Weinmannia,auriculata,,108,1300,a,1,6,4,0,0,0,1,,108,1300,ch,1,,,0,0,,,1106171,110,1300,bdh,1,6000,,0,0,1,3b,,1106171,
790,,23,789,,,Cunoniaceae,Weinmannia,auriculata,,100,1300,a,1,6,4,0,0,0,1,,102,1300,ch,1,,,0,0,,,1106172,103,1300,bh,1,2000,,0,0,0,1,b (2m),1106172,
791,,23,,,,Symplocaceae,Symplocos,baehnii,,105,1300,a,1,6,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106173,106,1300,c,kru,7000,,0,0,0,1,,1106173,
792,,23,,,,Clethraceae,Clethra,cuneata,,195,1300,a,1,8,4,0,0,0,1,,197,1300,a,1,,,0,0,,,1106174,199,1300,a,1,11000,,0,0,0,3b,,1106174,
793,,23,,,,Melastomataceae,Miconia,setulosa,,170,1300,a,1,8,4,0,0,0,1,,179,1300,ch,1,,,0,0,,,1106175,187,1300,chm,1,6000,,0,0,3,3b,,1106175,
794,,23,793,,,Melastomataceae,Miconia,setulosa,,106,1300,a,1,7.5,4,0,0,0,1,,109,1300,ch,1,,,0,0,,,1106176,112,1300,ah,1,6000,,0,0,0,3b,,1106176,
795,,23,,,,Clethraceae,Clethra,cuneata,,188,1300,a,1,6,4,0,0,0,1,,191,1300,c,1,,,0,0,,,1106177,188,1300,cqm,1,7000,,0,0,2,3a,,1106177,
796,,23,795,,,Clethraceae,Clethra,cuneata,,360,1300,a,1,13,4,0,0,0,1,,365,1300,a,1,,,0,0,,,1106178,370,1300,c,1,11000,,0,0,1,4,,1106178,
797,,24,,,,Cunoniaceae,Weinmannia,fagaroides,,294,1300,a,1,6,4,0,0,0,1,,293,1300,c,1,,,0,0,,,1106179,287,1300,c,1,8000,,0,0,1,3a,,1106179,
798,,24,,,,Symplocaceae,Symplocos,quitensis,,100,1300,a,1,5,4,0,0,0,1,,104,1300,c,1,,,0,0,,,1106180,104,1300,c,1,6000,,0,0,0,3a,,1106180,
799,,24,,,,Symplocaceae,Symplocos,baehnii,,108,1300,a,1,5,4,0,0,0,1,,109,1300,c,1,,,0,0,,,1106181,108,1300,c,1,7000,,0,0,0,3a,,1106181,
800,,24,,,,Symplocaceae,Symplocos,baehnii,,100,1300,a,1,5,4,0,0,0,1,,100,1300,c,1,,,0,0,,,1106182,100,1300,c,1,6000,,0,0,0,2b,,1106182,
801,,24,,,,Symplocaceae,Symplocos,baehnii,,122,1300,a,1,5,4,0,0,0,1,,125,1300,c,1,,,0,0,,,1106183,126,1300,c,1,7000,,0,0,0,2c,,1106183,
802,,24,,,,Clethraceae,Clethra,cuneata,,454,1300,a,1,12,4,0,0,0,1,,454,1300,a,1,,,0,0,,,1106184,457,1300,a,1,11000,,0,0,0,4,,1106184,
803,,24,,,,Melastomataceae,Miconia,setulosa,,185,1300,a,1,5,4,0,0,0,1,,185,1300,ch,1,,,0,0,,,1106185,188,1300,ch,1,7000,,0,0,0,2c,,1106185,
804,,24,803,,,Melastomataceae,Miconia,setulosa,,135,1300,a,1,4.5,4,0,0,0,1,,139,1300,a,1,,,0,0,,,1106186,140,1300,c,1,6000,,0,0,0,2a,,1106186,
805,,24,803,,,Melastomataceae,Miconia,setulosa,,178,1300,a,1,4.5,4,0,0,0,1,,180,1300,ch,1,,,0,0,,,1106187,182,1300,ch,1,6000,,0,0,0,2c,,1106187,
806,,24,,,,Clethraceae,Clethra,cuneata,,127,1300,a,1,7.5,4,0,0,0,1,,128,1300,c,1,,,0,0,,,1106188,129,1300,a,1,10000,,0,0,0,4,,1106188,
807,,24,,,,Symplocaceae,Symplocos,psiloclada,,150,1300,a,1,6,4,0,0,0,1,,150,1300,ch,1,,,0,0,,,1106189,150,1300,c,1,9000,,0,0,0,4,,1106189,
808,,24,807,,,Symplocaceae,Symplocos,psiloclada,,121,1300,a,1,8,4,0,0,0,1,,123,1300,ah,1,,,0,0,,,1106190,123,1300,a,1,9000,,0,0,0,4,,1106190,
809,,24,,,,Melastomataceae,Miconia,setulosa,,325,1300,a,1,5,4,0,0,0,1,,309,1300,ch,1,,,0,0,,,1106191,329,1300,c,1,9000,,0,0,0,3b,corteza caida,1106191,
810,,24,,,,Melastomataceae,Miconia,setulosa,,157,1300,a,1,6,4,0,0,0,1,,165,1300,c,1,,,0,0,,,1106192,166,1300,c,1,9000,,0,0,0,2b,,1106192,
811,,24,,,,Melastomataceae,Miconia,setulosa,,303,1300,a,1,5,4,0,0,0,1,,300,1300,ch,1,,,0,0,,,1106193,305,1300,c,1,9000,,0,0,0,3b,,1106193,
812,,24,,,,Cunoniaceae,Weinmannia,fagaroides,,470,1300,a,1,12,4,0,0,0,1,,0,1300,0,kru,,,0,0,,,1106194,0,1300,0,kru,0,,0,0,,,,1106194,
813,,24,,,,Melastomataceae,Miconia,setulosa,,151,1300,a,1,6,4,0,0,0,1,,158,1300,a,1,,,0,0,,,1106195,168,1300,cm,1,7000,,0,0,3,3a,,1106195,
814,,24,,,,Melastomataceae,Miconia,setulosa,,117,1300,a,1,6,4,0,0,0,1,,121,1300,c,1,,,0,0,,,1106196,123,1300,c,1,6000,,0,0,0,2a,,1106196,
815,,24,,,,Symplocaceae,Symplocos,psiloclada,,170,1300,a,1,15,4,0,0,0,1,,171,1300,a,1,,,0,0,,,1106197,172,1300,c,1,8000,,0,0,1,3a,,1106197,
816,,24,,,,Clethraceae,Clethra,cuneata,,482,1300,a,1,15,4,0,0,0,1,,490,1300,ah,1,,,0,0,,,1106198,491,1300,fh,1,13000,,0,0,0,5,,1106198,
817,,24,816,,,Clethraceae,Clethra,cuneata,,173,1300,a,1,9.5,4,0,0,0,1,,174,1300,ah,1,,,0,0,,,1106199,177,1300,a,1,12000,,0,0,0,3b,,1106199,
