Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2","F1 
2013.2","F2 
2013.2","Height 
2013.2","F5 
2013.2","F3 
2013.2","F4 
2013.2","LI 
2013.2","CI 
2013.2","Census Notes 
2013.2","D 
2014.2","POM 
2014.2",F1,F2,"Height 
2014.2",F5,F3,F4,"LI 
2014.2","CI 
2014.2","Census Notes 
2014.2",Tree ID,"D 
2015.2","POM 
2015.2",F1,F2,"Height 
2015.2",F5,F3,F4,"LI 
2015.2","CI 
2015.2",Census Notes,Tree ID,New Tag No
1,,1,,,,Apocynaceae,Aspidosperma,indet,,170,1300,a,1,12,4,0,0,,,,171,1300,a,1,12,4,0,0,,,,1107599,170,1300,ah,1,18000,1,0,0,1,4,,1107614,
2,,1,,,,Sapotaceae,Micropholis,guyanensis,,104,1300,a,1,12,4,0,0,,,,105,1300,a,1,12,4,0,0,,,,1107600,105,1300,ah,1,17000,1,0,0,1,4,,1107604,
3,,1,,,,Fabaceae,Andira,inermis,,270,1300,a,1,18,4,0,0,,,,274,1300,a,1,18,4,0,0,,,,1107601,27.5,1300,a,1,20000,1,0,0,0,5,,1107606,
4,,1,,,,Urticaceae,Pourouma,mollis,,254,1300,a,1,18,4,0,0,,,,255,1300,a,1,18,4,0,0,,,,1107602,256,1300,m,1,16000,1,0,0,1,2b,,1107607,
5,,1,,,,Euphorbiaceae,Senefeldera,inclinata,,200,1300,b,1,15,4,0,0,,,broken at 10m,201,1300,a,1,17,4,0,0,,,,1107603,200,1300,a,1,15000,1,0,0,0,2a,,1107611,
6,,1,,,,Elaeocarpaceae,Sloanea,guianensis,,105,1300,a,1,12,4,0,0,,,,106,1300,a,1,12,4,0,0,,,,1107604,107,1300,c,1,15000,1,0,0,0,3b,,1107605,
7,,1,,,,Lauraceae,Ocotea,insularis,,140,1300,a,1,13,4,0,0,,,,145,1300,a,1,13,4,0,0,,,,1107605,150,1300,a,1,19000,1,0,0,0,3b,,1107621,
8,,1,,,,Elaeocarpaceae,Sloanea,rufa,,120,1300,a,1,10,4,0,0,,,,122,1300,a,1,11,4,0,0,,,,1107606,120,1300,a,1,15000,1,0,0,0,2c,,1107600,
9,,1,,,,Elaeocarpaceae,Sloanea,guianensis,,243,1300,a,1,13,4,0,0,,,,243,1300,m,1,15,4,0,0,,,,1107607,252,1300,m,1,20000,1,0,0,1,4,,1107612,
10,,1,,,,Rubiaceae,Faramea,torquata,,183,1300,a,1,14,4,0,0,,,,185,1300,a,1,15,4,0,0,,,,1107608,185,1300,m,1,18000,1,0,0,1,2c,,1107602,
11,,1,,,,Fabaceae,Tachigali,setifera,,141,1300,a,1,14,4,0,0,,,,151,1300,a,1,12,4,0,0,,,,1107609,162,1300,a,1,20000,1,0,0,0,4,,1107622,
12,,1,,,,Fabaceae,Tachigali,setifera,,114,1300,a,1,10,4,0,0,,,,122,1300,a,1,13,4,0,0,,,,1107610,122,1300,a,1,16000,1,0,0,0,3a,,1107613,
13,,1,,,,Burseraceae,Protium,altsonii,,155,1300,a,1,12,4,0,0,,,,160,1300,a,1,14,4,0,0,,,,1107611,165,1300,m,1,17000,1,0,0,1,3b,,1107603,
14,,1,,,,Sapotaceae,Micropholis,guyanensis,,197,1300,a,1,12,4,0,0,,,,198,1300,ah,1,16,4,0,0,,,,1107612,197,1300,ah,1,20000,1,0,0,0,5,,1107615,
15,,1,,,,Melastomataceae,Miconia,splendens,,100,1300,a,1,14,4,0,0,,,,106,1300,ah,1,17,4,0,0,,,,1107613,113,1300,ah,1,18000,1,0,0,0,4,,1107616,
16,,1,,,,Vochysiaceae,Qualea,paraensis,,100,1300,a,1,10,4,0,0,,,,104,1300,a,1,12,4,0,0,,,,1107614,111,1300,a,1,15000,1,0,0,0,3b,,1107619,
17,,1,,,,Euphorbiaceae,Senefeldera,inclinata,,169,1300,a,1,13,4,0,0,,,,172,1300,a,1,12,4,0,0,,,,1107615,17.3,1300,a,1,15000,1,0,0,1,4,,1107599,
18,,1,,,,Euphorbiaceae,Senefeldera,inclinata,,166,1300,a,1,16,4,0,0,,,,166,1300,b,1,8,4,0,0,,,7,1107616,0,1300,0,bps,0,,0,0,,,,1107618,
19,,1,,,,Fabaceae,Tachigali,setifera,,290,1300,a,1,14,4,0,0,,,,315,1300,a,1,17,4,0,0,,,,1107617,314,2200,m,1,19000,1,0,0,3,4,,1107601,
20,,1,,,,Apocynaceae,Aspidosperma,rigidum,,117,1300,a,1,9,4,0,0,,,,118,1300,a,1,9,4,0,0,,,,1107618,117,1300,em,1,13000,1,0,0,3,1,,1107620,
21,,1,,,,Euphorbiaceae,Senefeldera,inclinata,,111,1300,a,1,8,4,0,0,,,,113,1300,a,1,8,4,0,0,,,,1107619,112,1300,a,1,12000,1,0,0,0,2a,,1107617,
22,,1,,,,Fabaceae,Tachigali,setifera,,306,1300,a,1,15,4,0,0,,,,308,1300,a,1,15,4,0,0,,,,1107620,308,1300,a,1,20000,1,0,0,0,4,,1107609,
23,,1,,,,Meliaceae,Guarea,macrophylla,,104,1250,a,1,7,4,0,0,,,,105,1250,a,1,8,4,0,0,,,,1107621,106,1250,m,1,10000,1,0,0,3,1,,1107610,
24,,1,,,,Urticaceae,Pourouma,mollis,,162,1300,a,1,16,4,0,0,,,,164,1300,a,1,16,4,0,0,,,,1107622,164,1300,a,1,15000,1,0,0,0,2c,,1107608,
25,,2,,,,Calophyllaceae,Marila,indet,,218,1300,a,1,16,4,0,0,,,,240,1300,a,1,18,4,0,0,,,,1107623,272,1300,a,1,22000,1,0,0,0,5,,1107636,
26,,2,,,,Elaeocarpaceae,Sloanea,guianensis,,204,1300,a,1,12,4,0,0,,,,207,1300,a,1,17,4,0,0,,,,1107624,213,1300,a,1,19000,1,0,0,0,4,,1107627,
27,,2,,,,Indet,Indet,indet,,230,1350,a,1,17,4,0,0,,,,230,1350,a,1,18,4,0,0,,,corteza caediza,1107625,228,1350,a,1,18000,1,0,0,0,4,,1107628,
28,,2,,,,Sapotaceae,Micropholis,guyanensis,,356,1800,a,1,14,4,0,0,,,,357,1800,a,1,17,4,0,0,,,,1107626,357,1800,a,1,20000,1,0,0,0,5,,1107632,
29,,2,,,,Myrtaceae,Myrcia,splendens,,167,1300,a,1,11,4,0,0,,,,144,1300,a,1,11,4,0,0,,,,1107627,0,1300,0,bps,0,,0,0,,,,1107626,
30,,2,,,,Myrtaceae,Myrcia,splendens,,127,1300,a,1,12,4,0,0,,,,128,1300,a,1,12,4,0,0,,,,1107628,128,1300,a,1,17000,1,0,0,0,3b,,1107633,
31,,2,,,,Moraceae,Brosimum,utile,,275,1300,a,1,20,4,0,0,,,,275,1300,a,1,18,4,0,0,,,,1107629,275,1300,a,1,22000,1,0,0,0,4,,1107629,
32,,2,,,,Caryocaraceae,Caryocar,amygdaliforme,,385,1300,a,1,15,4,0,0,,,,385,1300,a,1,16,4,0,0,,,,1107630,0,1300,0,lr,0,,0,0,,,,1107631,
33,,2,,,,Moraceae,Helicostylis,tomentosa,,197,1300,a,1,14,4,0,0,,,,196,1300,a,1,15,4,0,0,,,,1107631,195,1500,a,1,16000,1,0,0,0,2c,,1107638,
34,,2,,,,Urticaceae,Pourouma,minor,,335,1800,a,1,16,4,0,0,,,,339,1800,a,1,20,4,0,0,,,,1107632,344,1800,m,1,22000,1,0,0,2,4,,1107624,
35,,2,,,,Lauraceae,Persea,peruviana,,138,1300,a,1,8,4,0,0,,,,140,1300,a,1,7,4,0,0,,,,1107633,141,1300,c,1,17000,1,0,0,0,3b,,1107630,
36,,2,,,,Rubiaceae,Schizocalyx,obovatus,,134,1300,a,1,12,4,0,0,,,,135,1300,a,1,11,4,0,0,,,,1107634,138,1300,a,1,12000,1,0,0,0,3b,,1107637,
37,,2,,,,Rubiaceae,Schizocalyx,obovatus,,104,1300,a,1,7,4,0,0,,,,105,1300,a,1,9,4,0,0,,,,1107635,107,1300,m,1,11000,1,0,0,1,2c,,1107634,
38,,2,,,,Melastomataceae,Miconia,splendens,,232,2100,a,1,13,4,0,0,,,,242,2100,a,1,13,4,0,0,,,,1107636,248,2100,cem,1,18000,1,0,0,2,4,,1107635,
39,,2,,,,Rubiaceae,Schizocalyx,obovatus,,107,1300,a,1,8,4,0,0,,,,110,1300,a,1,8,4,0,0,,,,1107637,113,1300,c,1,8000,1,0,0,0,2a,,1107625,
40,,2,,,,Elaeocarpaceae,Sloanea,guianensis,,168,1800,e,1,11,4,0,0,,,,171,1800,a,1,12,4,0,0,,,,1107638,172,2000,e,1,17000,1,0,0,0,5,,1107623,
41,,3,,,,Lauraceae,Endlicheria,indet,,145,1300,a,1,15,4,0,0,,,,146,1300,a,1,13,4,0,0,,,,1107639,0,1300,0,cqw,0,,0,0,,,,1107665,
42,,3,,,,Rubiaceae,Faramea,torquata,,142,1300,a,1,10,4,0,0,,,,144,1300,a,1,12,4,0,0,,,,1107640,144,1300,a,1,11000,1,0,0,0,3b,,1107655,
43,,3,,,,Urticaceae,Pourouma,mollis,,241,1500,i,1,16,4,0,0,,,,241,1500,a,1,17,4,0,0,,,,1107641,0,1500,0,bqw,0,,0,0,,,,1107664,
44,,3,,,,Myrtaceae,Eugenia,biflora,,139,1300,a,1,13,4,0,0,,,,141,1300,a,1,13,4,0,0,,,,1107642,140,1300,cz,1,15000,1,0,0,0,2a,,1107643,
45,,3,,,,Vochysiaceae,Qualea,paraensis,,510,2500,a,1,21,4,0,0,,,,521,2500,q,1,23,4,0,0,,,,1107643,0,2500,0,cqu,0,,0,0,,,,1107659,
46,,3,,,,Moraceae,Brosimum,utile,,266,1300,a,1,10,4,0,0,,,,208,1300,a,1,13,4,0,0,,,,1107644,209,1300,m,1,15000,1,0,0,1,5,,1107658,
47,,3,,,,Moraceae,Brosimum,utile,,267,1300,a,1,11,4,0,0,,,,269,1300,a,1,13,4,0,0,,,,1107645,272,1300,c,1,25000,1,0,0,0,3b,,1107652,
48,,3,,,,Annonaceae,Unonopsis,spectabilis,,102,1300,a,1,8,4,0,0,,,,104,1300,l,1,8,4,0,0,,,,1107646,137,1300,c,1,10000,1,0,0,1,4,,1107653,
49,,3,,,,Araliaceae,Schefflera,sprucei,,373,1300,c,1,12,4,0,0,,,,376,1300,cel,1,14,4,0,0,,,,1107647,373,1300,cm,1,21000,1,0,0,3,3b,,1107663,
50,,3,,,,Nyctaginaceae,Neea,divaricata,,124,1300,a,1,7,4,0,0,,,,132,1300,a,1,8,4,0,0,,,,1107648,139,1300,a,1,15000,1,0,0,0,4,,1107644,
51,,3,,,,Euphorbiaceae,Senefeldera,inclinata,,101,1300,a,1,7,4,0,0,,,,105,1300,a,1,7,4,0,0,,,,1107649,107,1300,a,1,8000,1,0,0,0,4,,1107645,
52,,3,,,,Euphorbiaceae,Senefeldera,inclinata,,107,1300,a,1,8,4,0,0,,,,109,1300,a,1,8,4,0,0,,,,1107650,112,1300,a,1,14000,1,0,0,0,2c,,1107648,
53,,3,,,,Malvaceae,Matisia,malacocalyx,,143,1300,a,1,9,4,0,0,,,,137,1300,l,1,10,4,0,0,,,,1107651,142,1300,i,1,13000,1,0,0,0,4,,1107660,
54,,3,,,,Elaeocarpaceae,Sloanea,guianensis,,185,1850,a,1,8,4,0,0,,,,182,1850,a,1,10,4,0,0,,,,1107652,197,1850,a,1,13000,1,0,0,0,3b,,1107666,
55,,3,,,,Burseraceae,Protium,altsonii,,106,1300,a,1,8,4,0,0,,,,111,1300,a,1,8,4,0,0,,,,1107653,126,1300,a,1,14000,1,0,0,0,3b,,1107647,
56,,3,,,,Rubiaceae,Alibertia,indet,,108,1300,a,1,9,4,0,0,,,,110,1300,a,1,8,4,0,0,,,,1107654,111,1300,a,1,8000,1,0,0,1,1,,1107639,
57,,3,,,,Boraginaceae,Cordia,ucayaliensis,,143,1300,a,1,11,4,0,0,,,,147,1300,a,1,11,4,0,0,,,,1107655,149,1300,a,1,13000,1,0,0,0,3a,,1107662,
58,,3,,,,Annonaceae,Unonopsis,spectabilis,,138,1300,c,1,8,4,0,0,,,,139,1300,c,1,8,4,0,0,,,,1107656,138,1300,czm,1,17000,1,0,0,4,2c,,1107641,
59,,3,,,,Rubiaceae,Faramea,torquata,,156,1800,c,1,11,4,0,0,,,,158,1800,c,1,10,4,0,0,,,,1107657,160,1800,ce,1,16000,1,0,0,1,3a,,1107646,
60,,3,,,,Primulaceae,Myrsine,pellucida,,175,1300,a,1,12,4,0,0,,,,176,1300,a,1,12,4,0,0,,,,1107658,174,1300,a,1,15000,1,0,0,1,3b,,1107656,
61,,3,,,,Vochysiaceae,Qualea,paraensis,,147,1300,a,1,13,4,0,0,,,,136,1300,a,1,13,4,0,0,,,,1107659,140,1300,a,1,12000,1,0,0,0,4,,1107642,
62,,3,,,,Lauraceae,Ocotea,insularis,,285,1300,a,1,16,4,0,0,,,,290,1300,a,1,17,4,0,0,,,,1107660,290,1300,a,1,20000,1,0,0,1,5,,1107654,
63,,3,,,,Fabaceae,Inga,nobilis,,205,1300,a,1,14,4,0,0,,,,208,1300,l,1,16,4,0,0,,,,1107661,207,1300,a,1,15000,1,0,0,1,2c,,1107657,
64,,3,,,,Meliaceae,Guarea,macrophylla,,142,1300,a,1,10,4,0,0,,,,144,1300,mq,1,12,4,0,0,,,,1107662,144,1300,mq,1,12000,1,0,0,3,2c,,1107640,
65,,3,,,,Moraceae,Helicostylis,elegans,,230,1300,a,1,13,4,0,0,,,,235,1300,a,1,15,4,0,0,,,,1107663,241,1300,a,1,22000,1,0,0,0,5,,1107661,
66,,3,,,,Caryocaraceae,Caryocar,amygdaliforme,,401,1800,c,1,13,4,0,0,,,,402,1800,c,1,15,4,0,0,,,,1107664,402,1800,c,1,16000,1,0,0,0,2c,,1107651,
67,,3,,,,Indet,Indet,indet,,358,1300,a,1,11,4,0,0,,,,360,1300,m,1,16,4,0,0,,,,1107665,364,1300,me,1,20000,1,0,0,2,4,,1107649,
68,,3,,,,Araliaceae,Schefflera,morototoni,,118,1300,a,1,13,4,0,0,,,,118,1300,a,1,13,4,0,0,,,,1107666,118,1300,a,1,15000,1,0,0,0,3b,,1107650,
69,,4,,,,Rubiaceae,Palicourea,guianensis,,162,1300,a,1,9,4,0,0,,,,166,1300,a,1,10,4,0,0,,,,1107667,166,1300,a,1,14000,1,0,0,0,2c,,1107681,
70,,4,,,,Elaeocarpaceae,Sloanea,guianensis,,205,1800,a,1,12,4,0,0,,,,209,1800,a,1,13,4,0,0,,,,1107668,212,1800,a,1,16000,1,0,0,1,2b,,1107696,
71,,4,,,,Indet,Indet,indet,,176,1800,a,1,14,4,0,0,,,,176,1800,a,1,15,4,0,0,,,,1107669,177,1800,a,1,23000,1,0,0,0,5,,1107692,
72,,4,,,,Urticaceae,Pourouma,guianensis,,273,1300,a,1,20,4,0,0,,,,275,1300,a,1,21,4,0,0,,,,1107670,278,1300,a,1,21000,1,0,0,0,2b,,1107694,
73,,4,,,,Meliaceae,Guarea,macrophylla,,104,1300,a,1,6,4,0,0,,,,105,1300,a,1,7,4,0,0,,,,1107671,105,1300,a,1,8000,1,0,0,0,1,,1107697,
74,,4,,,,Fabaceae,Tachigali,setifera,,204,1300,a,1,16,4,0,0,,,,207,1300,a,1,16,4,0,0,,,,1107672,213,1300,a,1,15000,1,0,0,0,2c,,1107690,
75,,4,,,,Melastomataceae,Miconia,splendens,,157,1300,a,1,13,4,0,0,,,,158,1300,a,1,16,4,0,0,,,,1107673,167,1300,c,1,16000,1,0,0,0,2a,,1107672,
76,,4,,,,Euphorbiaceae,Alchornea,triplinervia,,220,1300,a,1,12,4,0,0,,,,228,1300,c,1,14,4,0,0,,,,1107674,229,1300,c,1,20000,1,0,0,1,5,,1107693,
77,,4,,,,Myrtaceae,Eugenia,biflora,,104,1300,a,1,12,4,0,0,,,,105,1300,a,1,12,4,0,0,,,,1107675,126,1300,a,1,15000,1,0,0,1,3b,,1107675,
78,,4,,,,Myrtaceae,Eugenia,biflora,,121,1300,a,1,10,4,0,0,,,,122,1300,a,1,10,4,0,0,,,,1107676,123,1300,a,1,12000,1,0,0,1,2a,,1107676,
79,,4,,,,Moraceae,Brosimum,utile,,279,1300,a,1,19,4,0,0,,,,280,1300,a,1,19,4,0,0,,,,1107677,282,1300,a,1,20000,1,0,0,1,4,,1107683,
80,,4,,,,Sapindaceae,Talisia,cerasina,,169,1300,a,1,11,4,0,0,,,,151,1300,a,1,12,4,0,0,,,,1107678,151,1300,a,1,15000,1,0,0,0,4,,1107670,
81,,4,,,,Rubiaceae,Schizocalyx,obovatus,,125,1300,c,1,7,4,0,0,,,,127,1300,a,1,8,4,0,0,,,,1107679,133,1300,c,1,12000,1,0,0,1,2a,,1107678,
82,,4,,,,Rubiaceae,Schizocalyx,obovatus,,103,1300,a,1,8,4,0,0,,,,104,1300,cl,1,7,4,0,0,,,,1107680,11.5,1300,c,1,12000,1,0,0,0,2a,,1107685,
83,,4,,,,Euphorbiaceae,Senefeldera,inclinata,,234,1500,a,1,11,4,0,0,,,,215,1500,l,1,11,4,0,0,,,,1107681,215,1500,m,1,18000,1,0,0,3,3a,,1107686,
84,,4,,,,Vochysiaceae,Qualea,paraensis,,112,1300,a,1,8,4,0,0,,,,118,1300,a,1,14,4,0,0,,,,1107682,124,1300,a,1,19000,1,0,0,1,3b,,1107673,
85,,4,,,,Myrtaceae,Eugenia,biflora,,123,1300,a,1,8,4,0,0,,,,124,1300,a,1,10,4,0,0,,,,1107683,124,1300,a,1,18000,1,0,0,0,3a,,1107698,
86,,4,,,,Caryocaraceae,Caryocar,amygdaliforme,,324,1800,a,1,14,4,0,0,,,,324,1800,a,1,14,4,0,0,,,,1107684,325,1800,a,1,22000,1,0,0,0,4,,1107674,
87,,4,,,,Melastomataceae,Miconia,tetragona,,130,1300,a,1,10,4,0,0,,,,133,1300,a,1,11,4,0,0,,,,1107685,133,1300,a,1,17000,1,0,0,1,3b,,1107671,
88,,4,,,,Melastomataceae,Miconia,tetragona,,164,1300,a,1,8,4,0,0,,,,168,1300,a,1,9,4,0,0,,,,1107686,17,1300,a,1,17000,1,0,0,0,3a,,1107691,
89,,4,,,,Elaeocarpaceae,Sloanea,meianthera,,181,1300,a,1,9,4,0,0,,,,182,1300,a,1,10,4,0,0,,,,1107687,187,1300,m,1,18000,1,0,0,2,2c,,1107688,
90,,4,,,,Nyctaginaceae,Neea,floribunda,,154,1300,a,1,9,4,0,0,,,,156,1300,a,1,8,4,0,0,,,,1107688,156,1300,a,1,16000,1,0,0,0,2c,,1107677,
91,,4,,,,Violaceae,Leonia,glycycarpa,,125,1300,c,1,8,4,0,0,,,,126,1300,c,1,7,4,0,0,,,,1107689,126,1300,c,1,14000,1,0,0,0,2a,,1107689,
92,,4,,,,Fabaceae,Tachigali,setifera,,290,1300,a,1,16,4,0,0,,,,295,1300,a,1,16,4,0,0,,,,1107690,314,1300,a,1,18000,1,0,0,0,4,,1107668,
93,,4,,,,Nyctaginaceae,Neea,floribunda,,231,1300,a,1,14,4,0,0,,,,233,1300,a,1,14,4,0,0,,,,1107691,246,1300,c,1,18000,1,0,0,1,3b,,1107682,
94,,4,,,,Malvaceae,Matisia,malacocalyx,,145,1300,bi,1,4,4,0,0,,,broken at 4m,144,1300,biz,1,4,4,0,0,,,4,1107692,0,1300,0,bps,0,,0,0,,,,1107687,
95,,4,,,,Rubiaceae,Coussarea,hirticalyx,,120,1300,a,1,11,4,0,0,,,,120,1300,c,1,9,4,0,0,,,,1107693,120,1300,c,1,17000,1,0,0,0,3a,,1107684,
96,,4,,,,Malvaceae,Matisia,malacocalyx,,163,1300,a,1,9,4,0,0,,,,162,1300,bl,1,20,4,0,0,,,9,1107694,0,1300,0,aps,0,,0,0,,,,1107695,
97,,4,,,,Indet,Indet,indet,,374,1300,a,1,20,4,0,0,,,,389,1300,a,1,23,4,0,0,,,,1107695,405,1300,a,1,24000,1,0,0,0,4,,1107669,
98,,4,,,,Euphorbiaceae,Senefeldera,inclinata,,110,1300,a,1,9,4,0,0,,,,112,1300,m,1,9,4,0,0,,,,1107696,114,1300,a,1,11000,1,0,0,1,1,,1107679,
99,,4,,,,Fabaceae,Tachigali,setifera,,323,1300,a,1,13,4,0,0,,,,329,1300,cm,1,14,4,0,0,,,,1107697,337,1300,cm,1,15000,1,0,0,3,2b,,1107680,
100,,4,,,,Euphorbiaceae,Alchornea,triplinervia,,111,1700,a,1,9,4,0,0,,,,113,1700,a,1,9,4,0,0,,,,1107698,123,1700,a,1,10000,1,0,0,1,1,,1107667,
101,,5,,,,Urticaceae,Pourouma,mollis,,152,1750,a,1,11,4,0,0,,,,158,1750,m,1,13,4,0,0,,,,1107699,166,1750,m,1,16000,1,0,0,3,2c,,1107708,
102,,5,,,,Annonaceae,Guatteria,guentheri,,123,1300,a,1,12,4,0,0,,,,127,1300,a,1,12,4,0,0,,,,1107700,124,1300,a,1,15000,1,0,0,0,2a,,1107710,
103,,5,,,,Annonaceae,Guatteria,guentheri,,135,1300,a,1,9,4,0,0,,,,144,1300,a,1,9,4,0,0,,,,1107701,156,1300,a,1,13000,1,0,0,0,4,,1107713,
104,,5,,,,Annonaceae,Guatteria,guentheri,,112,1300,a,1,12,4,0,0,,,,119,1300,a,1,12,4,0,0,,,,1107702,128,1300,a,1,16000,1,0,0,0,4,,1107714,
105,,5,,,,Fabaceae,Abarema,jupunba,,269,1300,a,1,13,4,0,0,,,,272,1300,c,1,13,4,0,0,,,,1107703,272,1300,a,1,15000,1,0,0,0,3a,,1107717,
106,,5,,,,Indet,Indet,indet,,265,1300,a,1,10,4,0,0,,,,270,1300,a,1,14,4,0,0,,,,1107704,272,1300,c,1,18000,1,0,0,0,2c,,1107718,
107,,5,,,,Elaeocarpaceae,Sloanea,guianensis,,368,2800,a,1,19,4,0,0,,,,370,2800,a,1,21,4,0,0,,,,1107705,388,2800,e,1,26000,1,0,0,1,5,,1107707,
108,,5,,,,Fabaceae,Inga,nobilis,,109,1300,a,1,7,4,0,0,,,,110,1300,a,1,7,4,0,0,,,,1107706,112,1300,m,1,13000,1,0,0,2,3a,,1107704,
109,,5,,,,Rubiaceae,Joosia,umbellifera,,100,1300,a,1,6,4,0,0,,,,102,1300,c,1,6,4,0,0,,,,1107707,122,1300,c,1,8000,1,0,0,1,1,,1107711,
110,,5,,,,Rubiaceae,Schizocalyx,obovatus,,101,1400,a,1,7,4,0,0,,,,103,1400,a,1,7,4,0,0,,,,1107708,118,1400,m,1,13000,1,0,0,2,3a,,1107705,
111,,5,,,,Fabaceae,Inga,indet,,102,1300,c,1,6,4,0,0,,,,102,1300,d,1,7,4,0,0,,,,1107709,111,1300,di,1,8000,1,0,0,0,1,,1107712,
112,,5,,,,Rubiaceae,Schizocalyx,obovatus,,129,1300,a,1,10,4,0,0,,,,131,1300,a,1,10,4,0,0,,,,1107710,128,1300,a,1,14000,1,0,0,0,1,,1107719,
113,,5,,,,Caryocaraceae,Caryocar,amygdaliforme,,118,1300,a,1,8,4,0,0,,,,119,1300,cm,1,8,4,0,0,,,,1107711,119,1300,cim,1,14000,1,0,0,3,2c,,1107715,
114,,5,,,,Burseraceae,Protium,sagotianum,,159,1300,a,1,9,4,0,0,,,,162,1300,a,1,9,4,0,0,,,,1107712,167,1300,a,1,18000,1,0,0,1,3a,,1107720,
115,,5,,,,Rubiaceae,Schizocalyx,obovatus,,140,1300,a,1,7,4,0,0,,,,142,1300,a,1,8,4,0,0,,,,1107713,147,1300,a,1,13000,1,0,0,0,2c,,1107699,
116,,5,,,,Rubiaceae,Schizocalyx,obovatus,,139,1300,a,1,6,4,0,0,,,,141,1300,c,1,11,4,0,0,,,,1107714,142,1300,ec,1,13000,1,0,0,0,2c,,1107721,
117,,5,,,,Euphorbiaceae,Hevea,guianensis,,356,1800,a,1,15,4,0,0,,,,363,1800,m,1,20,4,0,0,,,,1107715,366,1800,m,1,23000,1,0,0,2,3a,,1107716,
118,,5,,,,Anacardiaceae,Tapirira,guianensis,,219,1300,a,1,14,4,0,0,,,,227,1300,a,1,16,4,0,0,,,,1107716,235,1300,m,1,23000,1,0,0,2,3b,,1107700,
119,,5,,,,Rubiaceae,Schizocalyx,obovatus,,115,1300,a,1,6,4,0,0,,,,118,1300,a,1,6,4,0,0,,,,1107717,119,1300,c,1,13000,1,0,0,0,2b,,1107701,
120,,5,,,,Rubiaceae,Schizocalyx,obovatus,,104,1300,a,1,13,4,0,0,,,,106,1300,a,1,14,4,0,0,,,,1107718,118,1300,a,1,12000,1,0,0,1,1,,1107702,
121,,5,,,,Moraceae,Brosimum,utile,,165,1300,a,1,15,4,0,0,,,,166,1300,a,1,18,4,0,0,,,,1107719,180,1300,a,1,15000,1,0,0,0,3a,,1107706,
122,,5,,,,Euphorbiaceae,Hevea,guianensis,,340,2150,a,1,15,4,0,0,,,,344,2150,mq,1,17,4,0,0,,,,1107720,357,2150,cmq,1,23000,1,0,0,2,3b,,1107709,
123,,5,,,,Sapotaceae,Micropholis,guyanensis,,140,1300,a,1,11,4,0,0,,,,146,1300,a,1,12,4,0,0,,,,1107721,159,1300,c,1,18000,1,0,0,1,3a,,1107703,
124,,6,,,,Nyctaginaceae,Neea,floribunda,,309,4000,e,1,14,4,0,0,,,Flag 1 changed from ae to e,281,4000,e,1,14,4,0,0,,,,1107722,286,4000,ce,1,16000,1,0,0,0,3a,,1107734,
125,,6,,,,Elaeocarpaceae,Sloanea,obtusifolia,,270.8,2000,e,1,13,4,0,0,,,,304,2000,e,1,17,4,0,0,,,,1107723,304,6000,e,1,20000,1,3,0,0,4,,1107731,
126,,6,,,,Myristicaceae,Virola,calophylla,,210.4,1300,a,1,13,4,0,0,,,,217,1300,a,1,13,4,0,0,,,,1107724,231,1300,a,1,20000,1,0,0,0,3a,,1107740,
127,,6,,,,Sapotaceae,Chrysophyllum,lucentifolium,,1005,1300,a,1,22,4,0,0,,,,1009,1300,lm,1,25,4,0,0,,,,1107725,1015,1300,ql,1,27000,1,0,0,1,5,,1107741,
129,,6,,,,Rubiaceae,Faramea,torquata,,155,1300,a,1,9,4,0,0,,,,156,1300,c,1,10,4,0,0,,,,1107726,155,1300,c,1,13000,1,0,0,0,2a,,1107735,
130,,6,,,,Elaeocarpaceae,Sloanea,guianensis,,196,1300,a,1,10,4,0,0,,,,196,1300,c,1,10,4,0,0,,,,1107727,199,1300,a,1,13000,1,0,0,0,2c,,1107726,
131,,6,,,,Burseraceae,Protium,altsonii,,149,1300,a,1,11,4,0,0,,,,151,1300,a,1,10,4,0,0,,,,1107728,154,1300,a,1,17000,1,0,0,0,3a,,1107733,
132,,6,,,,Burseraceae,Protium,altsonii,,101,1300,a,1,9,4,0,0,,,,102,1300,m,1,10,4,0,0,,,,1107729,113,1300,a,1,9000,1,0,0,1,1,,1107742,
133,,6,,,,Elaeocarpaceae,Sloanea,meianthera,,120,1500,a,1,10,4,0,0,,,,120,1500,c,1,10,4,0,0,,,,1107730,130,1500,c,1,15000,1,0,0,1,1,,1107737,
134,,6,,,,Fabaceae,Tachigali,setifera,,208,1300,a,1,10,4,0,0,,,,223,1300,a,1,13,4,0,0,,,,1107731,254,1300,a,1,20000,1,0,0,0,4,,1107739,
135,,6,,,,Myristicaceae,Iryanthera,juruensis,,165,1300,a,1,11,4,0,0,,,,166,1300,a,1,15,4,0,0,,,,1107732,180,1300,a,1,17000,1,0,0,0,4,,1107748,
136,,6,,,,Anacardiaceae,Tapirira,guianensis,,284,1300,c,1,9,4,0,0,,,,284,1300,c,1,13,4,0,0,,,,1107733,0,1300,0,cqt,0,,0,0,,,,1107722,
137,,6,,,,Apocynaceae,Aspidosperma,indet,,113,1300,b,1,9,4,0,0,,,broken at 5m,113,1300,b,1,5,4,0,0,,,5,1107734,124,1300,b,1,8000,1,0,0,0,2a,b=5000,1107732,
