FAMILY	GENUS	SPECIES	WSG
Lecythidaceae	Couratari	tauari	0.55
Lecythidaceae	Couroupita	guianensis	0.44
Lecythidaceae	Couroupita	subsessilis	0.39
Urticaceae	Coussapoa	asperifolia	0.45
Urticaceae	Coussapoa	batavorum	0.49
Urticaceae	Coussapoa	microcarpa	0.59
Urticaceae	Coussapoa	parviceps	0.49
Urticaceae	Coussapoa	parvifolia	0.49
Rubiaceae	Coussarea	ampla	0.48
Rubiaceae	Coussarea	hirticalyx	0.65
Rubiaceae	Coussarea	hydrangeifolia	0.65
Rubiaceae	Coussarea	racemosa	0.65
Rubiaceae	Coussarea	surinamensis	0.67
Rubiaceae	Coutarea	hexandra	0.6
Brassicaceae	Crateva	tapia	0.52
Burseraceae	Crepidospermum	rhoifolium	0.58
Bignoniaceae	Crescentia	alata	0.71
Bignoniaceae	Crescentia	cujete	0.62
Elaeocarpaceae	Crinodendron	tucumanum	0.46
Euphorbiaceae	Croton	croizatii	0.41
Euphorbiaceae	Croton	cuneatus	0.41
Euphorbiaceae	Croton	floribundus	0.6
Euphorbiaceae	Croton	lanjouwensis	0.62
Euphorbiaceae	Croton	matourensis	0.39
Euphorbiaceae	Croton	mutisianus	0.41
Euphorbiaceae	Croton	nitens	0.53
Euphorbiaceae	Croton	poecilanthus	0.6
Euphorbiaceae	Croton	tessmannii	0.39
Euphorbiaceae	Croton	urucurana	0.53
Euphorbiaceae	Croton	xanthochylus	0.43
Fabaceae	Crudia	amazonica	0.83
Fabaceae	Crudia	aromatica	0.93
Fabaceae	Crudia	glaberrima	0.78
Arecaceae	Cryosophila	warscewiczii	0.4
Lauraceae	Cryptocarya	aschersoniana	0.57
Sapindaceae	Cupania	americana	0.57
Sapindaceae	Cupania	dentata	0.66
Sapindaceae	Cupania	oblongifolia	0.67
Sapindaceae	Cupania	scrobiculata	0.63
Sapindaceae	Cupania	vernalis	0.66
Dilleniaceae	Curatella	americana	0.65
Olacaceae	Curupira	tefeensis	0.81
Bignoniaceae	Cuspidaria	lateriflora	0.54
Myrsinaceae	Cybianthus	fulvopulverulentus	0.73
Bignoniaceae	Cybistax	antisyphilitica	0.59
Fabaceae	Cyclolobium	vecchii	0.9
Annonaceae	Cymbopetalum	baillonii	0.48
Annonaceae	Cymbopetalum	brasiliense	0.49
Annonaceae	Cymbopetalum	penduliflorum	0.69
Fabaceae	Cynometra	hostmanniana	0.84
Fabaceae	Cynometra	oaxacana	0.98
Fabaceae	Cynometra	parvifolia	0.84
Fabaceae	Cynometra	retusa	0.8
Cyrillaceae	Cyrilla	racemiflora	0.57
Burseraceae	Dacryodes	belemensis	0.52
Burseraceae	Dacryodes	colombiana	0.51
Burseraceae	Dacryodes	excelsa	0.5
Burseraceae	Dacryodes	nitens	0.49
Burseraceae	Dacryodes	occidentalis	0.52
Burseraceae	Dacryodes	peruviana	0.53
Fabaceae	Dalbergia	brasiliensis	0.91
Fabaceae	Dalbergia	cearensis	0.86
Fabaceae	Dalbergia	congestiflora	0.83
Fabaceae	Dalbergia	decipularis	0.82
Fabaceae	Dalbergia	frutescens	0.69
Fabaceae	Dalbergia	glauca	0.8
Fabaceae	Dalbergia	granadillo	0.86
Fabaceae	Dalbergia	nigra	0.77
Fabaceae	Dalbergia	retusa	0.87
Fabaceae	Dalbergia	stevensonii	0.78
Fabaceae	Dalbergia	tucurensis	0.86
Thymelaeaceae	Daphnopsis	brasiliensis	0.52
Fabaceae	Deguelia	hatschbachii	0.82
Icacinaceae	Dendrobangia	boliviana	0.63
Araliaceae	Dendropanax	arboreus	0.42
Fabaceae	Derris	rariflora	0.6
Fabaceae	Derris	spruceana	0.67
Annonaceae	Desmopsis	panamensis	0.76
Fabaceae	Dialium	guianense	0.89
Sapindaceae	Diatenopteryx	sorbifolia	0.74
Annonaceae	Diclinanona	calycina	0.47
Fabaceae	Dicorynia	guianensis	0.63
Fabaceae	Dicymbe	altsonii	0.76
Fabaceae	Dicymbe	corymbosa	0.76
Sapindaceae	Dilodendron	costaricense	0.75
Fabaceae	Dimorphandra	conjugata	0.73
Fabaceae	Dimorphandra	davisii	0.86
Fabaceae	Dimorphandra	macrostachya	0.7
Fabaceae	Dimorphandra	mora	0.99
Fabaceae	Dimorphandra	parviflora	1
Fabaceae	Dimorphandra	polyandra	0.66
Fabaceae	Dimorphandra	pullei	0.58
Fabaceae	Dinizia	excelsa	0.9
Ebenaceae	Diospyros	brasiliensis	0.68
Ebenaceae	Diospyros	capreifolia	0.73
Ebenaceae	Diospyros	carbonaria	0.73
Ebenaceae	Diospyros	cayennensis	0.46
Ebenaceae	Diospyros	dichroa	0.53
Ebenaceae	Diospyros	digyna	0.79
Ebenaceae	Diospyros	guianensis	0.73
Ebenaceae	Diospyros	hispida	0.62
Ebenaceae	Diospyros	inconstans	0.83
Ebenaceae	Diospyros	lissocarpoides	0.48
Ebenaceae	Diospyros	poeppigiana	0.6
Ebenaceae	Diospyros	tetrasperma	0.81
Fabaceae	Diphysa	occidentalis	1.18
Fabaceae	Diphysa	thurberi	0.98
Sapindaceae	Diplokeleba	floribunda	0.85
Sapotaceae	Diploon	cuspidatum	0.85
Fabaceae	Diplotropis	martiusii	0.66
Fabaceae	Diplotropis	purpurea	0.76
Fabaceae	Dipteryx	alata	0.98
Fabaceae	Dipteryx	ferrea	0.84
Fabaceae	Dipteryx	micrantha	0.87
Fabaceae	Dipteryx	odorata	0.92
Fabaceae	Dipteryx	oleifera	0.85
Fabaceae	Dipteryx	polyphylla	0.87
Fabaceae	Dipteryx	punctata	0.92
Icacinaceae	Discophora	guianensis	0.56
Winteraceae	Drimys	winteri	0.4
Euphorbiaceae	Drypetes	amazonica	0.67
Euphorbiaceae	Drypetes	brownii	0.65
Euphorbiaceae	Drypetes	lateriflora	0.75
Euphorbiaceae	Drypetes	standleyi	0.68
Euphorbiaceae	Drypetes	variabilis	0.73
Solanaceae	Duckeodendron	cestroides	0.63
Humiriaceae	Duckesia	verrucosa	0.82
Annonaceae	Duguetia	calycina	0.37
Annonaceae	Duguetia	chrysea	0.85
Annonaceae	Duguetia	lanceolata	0.87
Annonaceae	Duguetia	megalocarpa	0.91
Annonaceae	Duguetia	quitarensis	0.8
Annonaceae	Duguetia	spixiana	0.58
Annonaceae	Duguetia	stelechantha	0.85
Annonaceae	Duguetia	surinamensis	0.8
Olacaceae	Dulacia	guianensis	0.57
Verbenaceae	Duranta	serratifolia	0.56
Rubiaceae	Duroia	aquatica	0.78
Rubiaceae	Duroia	eriopila	0.79
Rubiaceae	Duroia	fusifera	0.67
Rubiaceae	Duroia	hirsuta	0.77
Rubiaceae	Duroia	micrantha	0.8
Fabaceae	Dussia	discolor	0.55
Fabaceae	Dussia	lehmannii	0.59
Fabaceae	Dussia	macroprophyllata	0.56
Fabaceae	Dussia	mexicana	0.51
Sapotaceae	Ecclinusa	guianensis	0.63
Sapotaceae	Ecclinusa	lanceolata	0.58
Sapotaceae	Ecclinusa	psilophylla	0.76
Fabaceae	Elizabetha	paraensis	0.82
Ochnaceae	Elvasia	calophyllea	0.8
Ochnaceae	Elvasia	elvasioides	0.73
Proteaceae	Embothrium	mucronatum	0.56
Icacinaceae	Emmotum	fagifolium	0.73
Icacinaceae	Emmotum	nitens	0.93
Lauraceae	Endlicheria	bracteolata	0.57
Lauraceae	Endlicheria	cocuirey	0.45
Lauraceae	Endlicheria	endlicheriopsis	0.47
Lauraceae	Endlicheria	formosa	0.42
Lauraceae	Endlicheria	multiflora	0.47
Lauraceae	Endlicheria	paniculata	0.63
Lauraceae	Endlicheria	sericea	0.47
Lauraceae	Endlicheria	williamsii	0.47
Humiriaceae	Endopleura	uchi	0.79
Fabaceae	Enterolobium	contortisiliquum	0.4
Fabaceae	Enterolobium	cyclocarpum	0.43
Fabaceae	Enterolobium	gummiferum	0.61
Fabaceae	Enterolobium	maximum	0.41
Fabaceae	Enterolobium	schomburgkii	0.72
Fabaceae	Eperua	bijuga	0.73
Fabaceae	Eperua	duckeana	0.79
Fabaceae	Eperua	falcata	0.72
Fabaceae	Eperua	glabriflora	0.76
Fabaceae	Eperua	grandiflora	0.73
Fabaceae	Eperua	jenmanii	0.78
Fabaceae	Eperua	rubiginosa	0.75
Annonaceae	Ephedranthus	amazonicus	0.82
Malvaceae	Eriotheca	candolleana	0.43
Malvaceae	Eriotheca	crassa	0.51
Malvaceae	Eriotheca	globosa	0.41
Malvaceae	Eriotheca	longipedicellata	0.47
Malvaceae	Eriotheca	pentaphylla	0.43
Malvaceae	Eriotheca	ruizii	0.39
Malvaceae	Eriotheca	surinamensis	0.41
Vochysiaceae	Erisma	calcaratum	0.68
Vochysiaceae	Erisma	nitidum	0.52
Vochysiaceae	Erisma	uncinatum	0.51
Fabaceae	Erythrina	berteroana	0.27
Fabaceae	Erythrina	crista-galli	0.27
Fabaceae	Erythrina	dominguezii	0.26
Fabaceae	Erythrina	edulis	0.22
Fabaceae	Erythrina	falcata	0.32
Fabaceae	Erythrina	folkersii	0.38
Fabaceae	Erythrina	fusca	0.3
Fabaceae	Erythrina	lanata	0.32
Fabaceae	Erythrina	poeppigiana	0.31
Fabaceae	Erythrina	ulei	0.11
Fabaceae	Erythrina	variegata	0.28
Erythroxylaceae	Erythroxylum	amazonicum	0.71
Erythroxylaceae	Erythroxylum	citrifolium	0.71
Erythroxylaceae	Erythroxylum	deciduum	0.81
Erythroxylaceae	Erythroxylum	glaucum	0.71
Erythroxylaceae	Erythroxylum	havanense	0.99
Erythroxylaceae	Erythroxylum	kapplerianum	0.71
Erythroxylaceae	Erythroxylum	macrophyllum	0.71
Erythroxylaceae	Erythroxylum	squamatum	0.71
Escalloniaceae	Escallonia	millegrana	0.54
Escalloniaceae	Escallonia	myrtilloides	0.67
Escalloniaceae	Escallonia	poasana	0.49
Lecythidaceae	Eschweilera	alata	0.96
Lecythidaceae	Eschweilera	albiflora	0.86
Lecythidaceae	Eschweilera	amazonica	0.9
Lecythidaceae	Eschweilera	amazoniciformis	0.82
Lecythidaceae	Eschweilera	atropetiolata	0.75
Lecythidaceae	Eschweilera	carinata	0.78
Lecythidaceae	Eschweilera	collina	0.78
Lecythidaceae	Eschweilera	congestiflora	0.86
Lecythidaceae	Eschweilera	coriacea	0.84
Lecythidaceae	Eschweilera	gigantea	0.78
Lecythidaceae	Eschweilera	grandiflora	0.88
Lecythidaceae	Eschweilera	juruensis	0.96
Lecythidaceae	Eschweilera	micrantha	0.86
Lecythidaceae	Eschweilera	ovata	0.9
Lecythidaceae	Eschweilera	parviflora	0.92
Lecythidaceae	Eschweilera	parvifolia	0.86
Lecythidaceae	Eschweilera	pedicellata	0.91
Lecythidaceae	Eschweilera	pittieri	0.86
Lecythidaceae	Eschweilera	potaroensis	0.81
Lecythidaceae	Eschweilera	rodriguesiana	0.76
Lecythidaceae	Eschweilera	sagotiana	0.8
Lecythidaceae	Eschweilera	simiorum	0.86
Lecythidaceae	Eschweilera	subglandulosa	0.86
Lecythidaceae	Eschweilera	tenax	0.71
Lecythidaceae	Eschweilera	tenuifolia	0.77
Lecythidaceae	Eschweilera	tessmannii	0.79
Lecythidaceae	Eschweilera	wachenheimii	0.81
Rutaceae	Esenbeckia	leiocarpa	0.96
Rutaceae	Esenbeckia	nesiotica	1.19
Fabaceae	Etaballia	dubia	0.92
Cunoniaceae	Eucryphia	cordifolia	0.51
Myrtaceae	Eugenia	anastomosans	0.77
Myrtaceae	Eugenia	axillaris	0.75
Myrtaceae	Eugenia	biflora	0.8
Myrtaceae	Eugenia	brasiliensis	0.71
Myrtaceae	Eugenia	citrifolia	0.66
Myrtaceae	Eugenia	coffeifolia	0.76
Myrtaceae	Eugenia	cumini	0.56
Myrtaceae	Eugenia	dysenterica	0.82
Myrtaceae	Eugenia	feijoi	0.79
Myrtaceae	Eugenia	florida	0.75
Myrtaceae	Eugenia	glazioviana	0.67
Myrtaceae	Eugenia	hyemalis	0.7
Myrtaceae	Eugenia	illepida	0.69
Myrtaceae	Eugenia	jambos	0.7
Myrtaceae	Eugenia	leitonii	0.98
Myrtaceae	Eugenia	patrisii	0.83
Myrtaceae	Eugenia	pseudopsidium	0.82
Myrtaceae	Eugenia	sonderiana	0.75
Myrtaceae	Eugenia	stahlii	0.73
Myrtaceae	Eugenia	uniflora	0.83
Myrtaceae	Eugenia	venezuelensis	0.82
Myrtaceae	Eugenia	wullschlaegeliana	0.79
Euphorbiaceae	Euphorbia	peganoides	0.45
Vochysiaceae	Euphronia	hirtelloides	0.62
Proteaceae	Euplassa	cantareirae	0.68
Proteaceae	Euplassa	pinnata	0.52
Proteaceae	Euplassa	saxicola	0.52
Arecaceae	Euterpe	precatoria	0.39
Rutaceae	Euxylophora	paraensis	0.66
Chrysobalanaceae	Exellodendron	cordatum	1.01
Chrysobalanaceae	Exellodendron	coriaceum	0.84
Rubiaceae	Exostema	caribaeum	1
Rubiaceae	Faramea	occidentalis	0.58
Rubiaceae	Ferdinandusa	elliptica	0.65
Rubiaceae	Ferdinandusa	rudgeoides	0.8
Moraceae	Ficus	americana	0.4
Moraceae	Ficus	catappifolia	0.65
Moraceae	Ficus	citrifolia	0.4
Moraceae	Ficus	coerulescens	0.36
Moraceae	Ficus	cotinifolia	0.32
Moraceae	Ficus	crassiuscula	0.39
Moraceae	Ficus	dendrocida	0.53
Moraceae	Ficus	eximia	0.45
Moraceae	Ficus	hartwegii	0.39
Moraceae	Ficus	insipida	0.36
Moraceae	Ficus	mathewsii	0.38
Moraceae	Ficus	maxima	0.36
Moraceae	Ficus	nymphaeifolia	0.41
Moraceae	Ficus	pertusa	0.42
Moraceae	Ficus	retusa	0.5
Moraceae	Ficus	trigonata	0.43
Moraceae	Ficus	werckleana	0.31
Brassicaceae	Forchhammeria	pallida	0.84
Theaceae	Freziera	canescens	0.58
Annonaceae	Fusaea	longifolia	0.74
Phytolaccaceae	Gallesia	integrifolia	0.55
Clusiaceae	Garcinia	intermedia	0.66
Clusiaceae	Garcinia	macrophylla	0.77
Clusiaceae	Garcinia	madruno	0.73
Euphorbiaceae	Gavarretia	terminalis	0.65
Apocynaceae	Geissospermum	laeve	0.76
Apocynaceae	Geissospermum	sericeum	0.78
Rubiaceae	Genipa	americana	0.63
Rubiaceae	Genipa	infundibuliformis	0.88
Fabaceae	Geoffroea	decorticans	0.5
Fabaceae	Geoffroea	spinosa	0.67
Fabaceae	Gleditschia	amorphoides	0.75
Fabaceae	Gliricidia	sepium	0.58
Euphorbiaceae	Glycydendron	amazonicum	0.67
Verbenaceae	Gmelina	arborea	0.34
Asteraceae	Gochnatia	polymorpha	0.76
Bignoniaceae	Godmania	aesculifolia	0.52
Malvaceae	Goethalsia	meiantha	0.35
Myrtaceae	Gomidesia	affinis	0.78
Celastraceae	Goniodiscus	elaeospermus	0.58
Fabaceae	Goniorrhachis	marginata	1.01
Theaceae	Gordonia	fruticosa	0.52
Goupiaceae	Goupia	glabra	0.72
Lecythidaceae	Grias	neuberthii	0.62
Lecythidaceae	Grias	peruviana	0.62
Zygophyllaceae	Guaiacum	coulteri	1.1
Zygophyllaceae	Guaiacum	officinale	1.08
Zygophyllaceae	Guaiacum	sanctum	1.04
Nyctaginaceae	Guapira	cuspidata	0.49
Nyctaginaceae	Guapira	linearibracteata	0.69
Nyctaginaceae	Guapira	opposita	0.83
Meliaceae	Guarea	glabra	0.48
Meliaceae	Guarea	gomma	0.65
Meliaceae	Guarea	grandifolia	0.55
Meliaceae	Guarea	guidonia	0.61
Meliaceae	Guarea	humaitensis	0.77
Meliaceae	Guarea	kunthiana	0.62
Meliaceae	Guarea	macrophylla	0.65
Meliaceae	Guarea	polymera	0.52
Meliaceae	Guarea	pterorhachis	0.77
Meliaceae	Guarea	pubescens	0.53
Meliaceae	Guarea	purusana	0.77
Meliaceae	Guarea	scabra	0.74
Annonaceae	Guatteria	acutissima	0.45
Annonaceae	Guatteria	amplifolia	0.51
Annonaceae	Guatteria	blainii	0.8
Annonaceae	Guatteria	caribaea	0.8
Annonaceae	Guatteria	cestrifolia	0.54
Annonaceae	Guatteria	chlorantha	0.54
Annonaceae	Guatteria	decurrens	0.52
Annonaceae	Guatteria	dumetorum	0.47
Annonaceae	Guatteria	eugeniifolia	0.81
Annonaceae	Guatteria	micans	0.54
Annonaceae	Guatteria	modesta	0.54
Annonaceae	Guatteria	nigrescens	0.59
Annonaceae	Guatteria	olivacea	0.47
Annonaceae	Guatteria	procera	0.65
Annonaceae	Guatteria	puncticulata	0.54
Annonaceae	Guatteria	schomburgkiana	0.6
Malvaceae	Guazuma	crinita	0.64
Malvaceae	Guazuma	ulmifolia	0.53
Rubiaceae	Guettarda	acreana	0.87
Rubiaceae	Guettarda	elliptica	0.8
Rubiaceae	Guettarda	scabra	0.73
Rubiaceae	Guettarda	uruguensis	0.73
Rubiaceae	Guettarda	valenzuelana	0.65
Fabaceae	Guibourtia	chodatiana	0.77
Fabaceae	Guibourtia	hymenaefolia	1
Lecythidaceae	Gustavia	augusta	0.66
Lecythidaceae	Gustavia	elliptica	0.67
Lecythidaceae	Gustavia	hexapetala	0.71
Lecythidaceae	Gustavia	longifolia	0.67
Lecythidaceae	Gustavia	macarenensis	0.67
Lecythidaceae	Gustavia	speciosa	0.34
Lecythidaceae	Gustavia	superba	0.58
Euphorbiaceae	Gymnanthes	lucida	1.1
Malvaceae	Gyranthera	caribensis	0.37
Fabaceae	Haematoxylum	brasiletto	0.92
Fabaceae	Haematoxylum	campechianum	0.93
Rubiaceae	Hamelia	longipes	0.5
Malvaceae	Hampea	appendiculata	0.25
Malvaceae	Hampea	nutricia	0.39
Clusiaceae	Haploclathra	paniculata	0.82
Salicaceae	Hasseltia	floribunda	0.53
Linaceae	Hebepetalum	humiriifolium	0.87
Chloranthaceae	Hedyosmum	scabrum	0.45
Olacaceae	Heisteria	cauliflora	0.73
Olacaceae	Heisteria	concinna	0.64
Olacaceae	Heisteria	densifrons	0.65
Olacaceae	Heisteria	maytenoides	0.87
Olacaceae	Heisteria	ovata	0.54
Olacaceae	Heisteria	spruceana	0.73
Moraceae	Helianthostylis	sprucei	0.63
Moraceae	Helicostylis	elegans	0.65
Moraceae	Helicostylis	pedunculata	0.67
Moraceae	Helicostylis	scabra	0.73
Moraceae	Helicostylis	tomentosa	0.63
Rutaceae	Helietta	apiculata	0.81
Malvaceae	Heliocarpus	americanus	0.23
Malvaceae	Heliocarpus	appendiculatus	0.19
Malvaceae	Heliocarpus	donnellsmithii	0.16
Malvaceae	Heliocarpus	pallidus	0.69
Melastomataceae	Henriettea	multiflora	0.69
Melastomataceae	Henriettella	caudata	0.5
Melastomataceae	Henriettella	tuberculosa	0.47
Melastomataceae	Henriettella	verrucosa	0.47
Rubiaceae	Henriquezia	verticillata	0.73
Hernandiaceae	Hernandia	didymantha	0.28
Hernandiaceae	Hernandia	sonora	0.28
Fabaceae	Heterostemon	mimosoides	0.6
Melastomataceae	Heterotrichum	cymosum	0.6
Euphorbiaceae	Hevea	brasiliensis	0.49
Euphorbiaceae	Hevea	guianensis	0.55
Euphorbiaceae	Hevea	lutea	0.43
Euphorbiaceae	Hevea	microphylla	0.43
Euphorbiaceae	Hevea	nitida	0.54
Euphorbiaceae	Hevea	pauciflora	0.46
Euphorbiaceae	Hevea	spruceana	0.4
Myrtaceae	Hexachlamys	edulis	0.91
Euphorbiaceae	Hieronima	alchorneoides	0.63
Euphorbiaceae	Hieronima	andina	0.6
Euphorbiaceae	Hieronima	asperifolia	0.65
Euphorbiaceae	Hieronima	chocoensis	0.63
Euphorbiaceae	Hieronima	clusioides	0.8
Euphorbiaceae	Hieronima	oblonga	0.6
Apocynaceae	Himatanthus	articulatus	0.54
Apocynaceae	Himatanthus	attenuatus	0.48
Apocynaceae	Himatanthus	bracteatus	0.56
Apocynaceae	Himatanthus	obovatus	0.73
Apocynaceae	Himatanthus	sucuuba	0.46
Rubiaceae	Hintonia	latiflora	0.74
Euphorbiaceae	Hippomane	mancinella	0.5
Chrysobalanaceae	Hirtella	bicornis	0.9
Chrysobalanaceae	Hirtella	bullata	0.49
Chrysobalanaceae	Hirtella	ciliata	0.82
Chrysobalanaceae	Hirtella	davisii	0.8
Chrysobalanaceae	Hirtella	glandulosa	0.93
Chrysobalanaceae	Hirtella	hebeclada	0.72
Chrysobalanaceae	Hirtella	pilosissima	0.88
Chrysobalanaceae	Hirtella	pimichina	0.82
Chrysobalanaceae	Hirtella	racemosa	0.78
Chrysobalanaceae	Hirtella	rugosa	0.9
Chrysobalanaceae	Hirtella	triandra	0.73
Fabaceae	Holocalyx	balansae	0.86
Salicaceae	Homalium	racemosum	0.79
Rutaceae	Hortia	arborea	1.02
Rutaceae	Hortia	longifolia	0.9
Rutaceae	Hortia	regia	0.78
Malvaceae	Huberodendron	patinoi	0.5
Malvaceae	Huberodendron	swietenioides	0.56
Staphyleaceae	Huertea	cubensis	0.31
Staphyleaceae	Huertea	glandulosa	0.43
Staphyleaceae	Huertea	granadina	0.41
Staphyleaceae	Huertea	putumayensis	0.41
Humiriaceae	Humiria	balsamifera	0.75
Humiriaceae	Humiriastrum	cuspidatum	0.72
Humiriaceae	Humiriastrum	excelsum	0.38
Humiriaceae	Humiriastrum	melanocarpum	0.6
Humiriaceae	Humiriastrum	obovatum	0.77
Humiriaceae	Humiriastrum	procerum	0.67
Euphorbiaceae	Hura	crepitans	0.37
Violaceae	Hybanthus	prunifolius	0.67
Fabaceae	Hydrochorea	corymbosa	0.47
Fabaceae	Hydrochorea	gonggrijpii	0.58
Malvaceae	Hydrogaster	trinervis	0.63
Fabaceae	Hymenaea	courbaril	0.77
Fabaceae	Hymenaea	intermedia	0.82
Fabaceae	Hymenaea	martiana	0.83
Fabaceae	Hymenaea	oblongifolia	0.74
Fabaceae	Hymenaea	parvifolia	0.88
Fabaceae	Hymenaea	stigonocarpa	0.9
Fabaceae	Hymenolobium	excelsum	0.65
Fabaceae	Hymenolobium	flavum	0.69
Fabaceae	Hymenolobium	modestum	0.66
Fabaceae	Hymenolobium	petraeum	0.75
Fabaceae	Hymenolobium	pulcherrimum	0.67
Lamiaceae	Hyptidendron	asperrimum	0.43
Aquifoliaceae	Ilex	affinis	0.51
Aquifoliaceae	Ilex	argentina	0.5
Aquifoliaceae	Ilex	belizensis	0.5
Aquifoliaceae	Ilex	brevicuspis	0.54
Aquifoliaceae	Ilex	casiquiarensis	0.56
Aquifoliaceae	Ilex	cerasifolia	0.65
Aquifoliaceae	Ilex	jenmanii	0.56
Aquifoliaceae	Ilex	martiniana	0.54
Aquifoliaceae	Ilex	parviflora	0.49
Aquifoliaceae	Ilex	rimbachii	0.49
Aquifoliaceae	Ilex	sideroxyloides	0.77
Aquifoliaceae	Ilex	valerioi	0.63
Fabaceae	Inga	acrocephala	0.51
Fabaceae	Inga	alba	0.59
Fabaceae	Inga	aria	0.61
Fabaceae	Inga	bourgonii	0.54
Fabaceae	Inga	brevipedicellata	0.58
Fabaceae	Inga	capitata	0.6
Fabaceae	Inga	cayennensis	0.53
Fabaceae	Inga	chartacea	0.51
Fabaceae	Inga	cinnamomea	0.53
Fabaceae	Inga	coruscans	0.72
Fabaceae	Inga	cylindrica	0.48
Fabaceae	Inga	edulis	0.63
Fabaceae	Inga	graciliflora	0.54
Fabaceae	Inga	heterophylla	0.56
Fabaceae	Inga	heteroptera	0.49
Fabaceae	Inga	huberi	0.53
Fabaceae	Inga	ingoides	0.5
Fabaceae	Inga	lateriflora	0.56
Fabaceae	Inga	laurina	0.65
Fabaceae	Inga	leiocalycina	0.56
Fabaceae	Inga	marginata	0.58
Fabaceae	Inga	melinonis	0.54
Fabaceae	Inga	nobilis	0.56
Fabaceae	Inga	oerstediana	0.43
Fabaceae	Inga	paraensis	0.82
Fabaceae	Inga	pezizifera	0.61
Fabaceae	Inga	punctata	0.56
Fabaceae	Inga	rubiginosa	0.66
Fabaceae	Inga	sertulifera	0.65
Fabaceae	Inga	sessilis	0.43
Fabaceae	Inga	splendens	0.58
Fabaceae	Inga	stipularis	0.53
Fabaceae	Inga	tubaeformis	0.53
Fabaceae	Inga	umbellifera	0.72
Fabaceae	Inga	uruguensis	0.63
Fabaceae	Inga	vera	0.58
Convolvulaceae	Ipomoea	wolcottiana	0.44
Amaranthaceae	Iresine	arbuscula	0.48
Arecaceae	Iriartea	deltoidea	0.27
Myristicaceae	Iryanthera	grandis	0.63
Myristicaceae	Iryanthera	hostmannii	0.6
Myristicaceae	Iryanthera	juruensis	0.66
Myristicaceae	Iryanthera	laevis	0.63
Myristicaceae	Iryanthera	lancifolia	0.5
Myristicaceae	Iryanthera	paraensis	0.65
Myristicaceae	Iryanthera	sagotiana	0.57
Myristicaceae	Iryanthera	tricornis	0.68
Myristicaceae	Iryanthera	ulei	0.63
Rubiaceae	Isertia	coccinea	0.52
Rubiaceae	Isertia	hypoleuca	0.63
Rubiaceae	Isertia	laevis	0.52
Rubiaceae	Ixora	gardneriana	0.88
Bignoniaceae	Jacaranda	brasiliana	0.65
Bignoniaceae	Jacaranda	copaia	0.35
Bignoniaceae	Jacaranda	hesperia	0.35
Bignoniaceae	Jacaranda	micrantha	0.48
Bignoniaceae	Jacaranda	mimosifolia	0.49
Bignoniaceae	Jacaranda	obtusifolia	0.48
Bignoniaceae	Jacaranda	puberula	0.58
Caricaceae	Jacaratia	digitata	0.42
Theophrastaceae	Jacquinia	caracasana	0.73
Theophrastaceae	Jacquinia	pungens	0.81
Euphorbiaceae	Jatropha	chamelensis	0.4
Euphorbiaceae	Jatropha	curcas	0.17
Euphorbiaceae	Jatropha	malacophylla	0.26
Euphorbiaceae	Jatropha	platyphylla	0.47
Euphorbiaceae	Joannesia	heveoides	0.39
Euphorbiaceae	Joannesia	princeps	0.52
Santalaceae	Jodina	rhombifolia	0.61
Juglandaceae	Juglans	australis	0.52
Juglandaceae	Juglans	neotropica	0.49
Asteraceae	Kaunia	saltensis	0.49
Clusiaceae	Kielmeyera	lathrophyton	0.67
Clusiaceae	Kielmeyera	marauensis	0.49
Clusiaceae	Kielmeyera	rubriflora	0.62
Rhamnaceae	Krugiodendron	ferreum	1.15
Lacistemataceae	Lacistema	aggregatum	0.5
Lacistemataceae	Lacistema	grandifolium	0.52
Apocynaceae	Lacmellea	floribunda	0.49
Apocynaceae	Lacmellea	lactescens	0.6
Apocynaceae	Lacmellea	panamensis	0.47
Apocynaceae	Lacmellea	utilis	0.49
Quiinaceae	Lacunaria	coriacea	0.8
Quiinaceae	Lacunaria	crenata	0.81
Rubiaceae	Ladenbergia	pavonii	0.47
Salicaceae	Laetia	corymbulosa	0.59
Salicaceae	Laetia	procera	0.65
Salicaceae	Laetia	suaveolens	0.64
Salicaceae	Laetia	thamnia	0.66
Lythraceae	Lafoensia	glyptocarpa	0.96
Lythraceae	Lafoensia	pacari	0.8
Lythraceae	Lafoensia	punicifolia	0.7
Combretaceae	Laguncularia	racemosa	0.61
Monimiaceae	Laurelia	sempervirens	0.4
Monimiaceae	Laureliopsis	philippiana	0.4
Fabaceae	Lecointea	amazonica	0.89
Lecythidaceae	Lecythis	ampla	0.75
Lecythidaceae	Lecythis	chartacea	0.82
Lecythidaceae	Lecythis	confertiflora	0.79
Lecythidaceae	Lecythis	corrugata	0.78
Lecythidaceae	Lecythis	gracieana	0.83
Lecythidaceae	Lecythis	holcogyne	0.78
Lecythidaceae	Lecythis	idatimon	0.79
Lecythidaceae	Lecythis	lanceolata	1.01
Lecythidaceae	Lecythis	lurida	0.86
Lecythidaceae	Lecythis	ollaria	0.72
Lecythidaceae	Lecythis	parvifructa	0.74
Lecythidaceae	Lecythis	persistens	0.86
Lecythidaceae	Lecythis	pisonis	0.86
Lecythidaceae	Lecythis	poiteaui	0.8
Lecythidaceae	Lecythis	prancei	0.88
Lecythidaceae	Lecythis	zabucajo	0.86
