"","Tag.No","Old.No","T1","T2","X","Y","Family","genus","species","Old.Tree.Notes","D..2013.1","POM..2013.1","F1..2013.1","F2..2013.1","Height..2013.1","F5..2013.1","F3..2013.1","F4..2013.1","LI..2013.1","CI..2013.1","Census.Notes..2013.1","D..2014.2","POM..2014.2","F1","F2","Height..2014.2","F5","F3","F4","LI..2014.2","CI..2014.2","Tree.ID","D..2015.1","POM..2015.1","F1.1","F2.1","Height..2015.1","F5.1","F3.1","F4.1","LI..2015.1","CI..2015.1","Census.Notes","Tree.ID.1","New.Tag.No","wdensity","height","density","tag","plot","DBH.1","DBH.2","DBH.3","dbh_growth_yr","recruits","srink","missing","overgrown","value_replaced"
"266",264,NA,7,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,354,1300,"a",1,9,4,0,0,0,1,NA,357,1300,"a","1",NA,NA,0,0,NA,NA,1105646,362,1300,"c","1",13000,NA,0,0,2,"3b",NA,1105646,NA,0.574563977,11,0.574563977,"264","ACJ-01",35.4,35.7,36.2,0.262589928057558,"ok","ok","ok","ok",NA
"267",265,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,126,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"k","1",NA,NA,0,0,NA,NA,1105647,132,1300,"c","1",6000,NA,0,0,0,"2b","ubicado en transecto de madera",1105647,NA,0.599808019773585,6,0.599808019773585,"265","ACJ-01",12.6,12.6,13.2,-11.0287769784173,"ok","shrunk.dbh.2","ok","ok",NA
"268",266,NA,7,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,231,1300,"a",1,8,4,0,0,0,1,NA,232,1300,"c","1",NA,NA,0,0,NA,NA,1105648,236,1300,"c","1",9000,NA,0,0,0,"3b",NA,1105648,NA,0.574563977,8.5,0.574563977,"266","ACJ-01",23.1,23.2,23.6,0.0875299760191828,"ok","ok","ok","ok",NA
"269",267,NA,7,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,115,1300,"a",1,10,4,0,0,0,1,NA,127,1300,"a","1",NA,NA,0,0,NA,NA,1105649,125,1300,"a","1",10000,NA,0,0,0,"2c",NA,1105649,NA,0.574563977,10,0.574563977,"267","ACJ-01",11.5,12.7,12.5,1.05035971223022,"ok","ok","ok","ok",NA
"270",268,NA,7,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,145,1300,"a",1,7,4,0,0,0,1,NA,148,1300,"c","1",NA,NA,0,0,NA,NA,1105650,159,1300,"c","1",8000,NA,0,0,1,"2b",NA,1105650,NA,0.430781927700787,7.5,0.430781927700787,"268","ACJ-01",14.5,14.8,15.9,0.262589928057555,"ok","ok","ok","ok",NA
"271",269,NA,7,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,100,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"k","1",NA,NA,0,0,NA,NA,1105651,NA,1300,"k","1",NA,NA,0,0,NA,NA,NA,1105651,NA,0.430781927700787,6,0.430781927700787,"269","ACJ-01",10,10,NA,-8.75299760191846,"ok","shrunk.dbh.2","ok","ok",NA
"272",270,NA,7,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,105,1300,"a",1,6,4,0,0,0,1,NA,0,1300,"k","1",NA,NA,0,0,NA,NA,1105652,NA,1300,"k","1",NA,NA,0,0,NA,NA,NA,1105652,NA,0.599808019773585,6,0.599808019773585,"270","ACJ-01",10.5,10.5,NA,-9.19064748201439,"ok","shrunk.dbh.2","ok","ok",NA
"273",271,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,121,1300,"a",1,8,4,0,0,0,1,NA,131,1300,"d","1",NA,NA,0,0,NA,NA,1105653,0,1300,"0","cps",0,NA,0,0,NA,NA,NA,1105653,NA,0.599808019773585,4,0.599808019773585,"271","ACJ-01",12.1,13.1,13.1,0.875299760191846,"ok","shrunk.dbh.3","ok","ok",NA
"274",272,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,283,1300,"a",1,10,4,0,0,0,1,NA,283,1300,"d","1",NA,NA,0,0,NA,NA,1105654,0,1300,"0","cps",0,NA,0,0,NA,NA,NA,1105654,NA,0.599808019773585,5,0.599808019773585,"272","ACJ-01",28.3,28.3,28.3,0,"ok","shrunk.dbh.3","ok","ok",NA
"275",273,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,136,1300,"a",1,7,4,0,0,0,1,NA,141,1300,"a","1",NA,NA,0,0,NA,NA,1105655,144,1300,"c","1",7000,NA,0,0,0,"2b",NA,1105655,NA,0.599808019773585,7,0.599808019773585,"273","ACJ-01",13.6,14.1,14.4,0.437649880095923,"ok","ok","ok","ok",NA
"276",274,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,166,1300,"a",1,8,4,0,0,0,1,NA,147,1300,"c","1",NA,NA,0,0,NA,NA,1105656,0,1300,"0","cps",0,NA,0,0,NA,NA,NA,1105656,NA,0.599808019773585,4,0.599808019773585,"274","ACJ-01",16.6,16.6,16.6,-1.66306954436451,"ok","shrunk.dbh.3","ok","ok",NA
"277",275,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,112,1300,"a",1,6,4,0,0,0,1,NA,113,1300,"d","1",NA,NA,0,0,NA,NA,1105657,115,1300,"d","1",5000,NA,0,0,1,"3b",NA,1105657,NA,0.599808019773585,5.5,0.599808019773585,"275","ACJ-01",11.2,11.3,11.5,0.0875299760191859,"ok","ok","ok","ok",NA
"278",276,NA,7,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,128,1300,"a",1,6,4,0,0,0,1,NA,135,1300,"d","1",NA,NA,0,0,NA,NA,1105658,10,1300,"c","1",5000,NA,0,0,1,"2b",NA,1105658,NA,0.599808019773585,5.5,0.599808019773585,"276","ACJ-01",12.8,13.5,13.5,0.612709832134292,"ok","shrunk.dbh.3","ok","ok",NA
"279",277,NA,7,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,181,1300,"a",1,7.5,4,0,0,0,1,NA,185,1300,"c","1",NA,NA,0,0,NA,NA,1105659,190,1300,"c","1",8000,NA,0,0,0,"4",NA,1105659,NA,0.540014577613546,7.75,0.540014577613546,"277","ACJ-01",18.1,18.5,19,0.350119904076737,"ok","ok","ok","ok",NA
"280",278,NA,7,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,208,1300,"a",1,8,4,0,0,0,1,NA,210,1300,"a","1",NA,NA,0,0,NA,NA,1105660,212,1300,"a","1",7000,NA,0,0,2,"3a",NA,1105660,NA,0.639235706846016,7.5,0.639235706846016,"278","ACJ-01",20.8,21,21.2,0.175059952038369,"ok","ok","ok","ok",NA
"281",279,NA,7,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,108,1300,"a",1,6,4,0,0,0,1,NA,116,1300,"a","1",NA,NA,0,0,NA,NA,1105661,124,1300,"q","1",6000,NA,0,0,0,"3b",NA,1105661,NA,0.599808019773585,6,0.599808019773585,"279","ACJ-01",10.8,11.6,12.4,0.700239808153476,"ok","ok","ok","ok",NA
"282",280,NA,7,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,124,1300,"a",1,8,4,0,0,0,1,NA,126,1300,"c","1",NA,NA,0,0,NA,NA,1105662,0,1300,"0","l",0,NA,0,0,NA,NA,NA,1105662,NA,0.430781927700787,4,0.430781927700787,"280","ACJ-01",12.4,12.6,12.6,0.175059952038369,"ok","shrunk.dbh.3","ok","ok",NA
"283",281,NA,7,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,144,1300,"a",1,8,4,0,0,0,1,NA,146,1300,"c","1",NA,NA,0,0,NA,NA,1105663,0,1300,"0","kr",0,NA,0,0,NA,NA,NA,1105663,NA,0.639235706846016,4,0.639235706846016,"281","ACJ-01",14.4,14.6,14.6,0.175059952038369,"ok","shrunk.dbh.3","ok","ok",NA
"284",282,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,142,1300,"a",1,6,4,0,0,0,1,NA,143,1300,"c","1",NA,NA,0,0,NA,NA,1105664,144,1300,"c","1",6000,NA,0,0,0,"2c",NA,1105664,NA,0.574563977,6,0.574563977,"282","ACJ-01",14.2,14.3,14.4,0.0875299760191859,"ok","ok","ok","ok",NA
"285",283,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,135,1300,"a",1,6,4,0,0,0,1,NA,125,1300,"c","1",NA,NA,0,0,NA,NA,1105665,126,1300,"m","1",3000,NA,0,0,3,"3a",NA,1105665,NA,0.574563977,4.5,0.574563977,"283","ACJ-01",13.5,12.5,12.6,-0.875299760191846,"ok","ok","ok","ok",NA
"286",284,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,146,1300,"a",1,8,4,0,0,0,1,NA,148,1300,"c","1",NA,NA,0,0,NA,NA,1105666,148,1300,"c","1",7000,NA,0,0,0,"1",NA,1105666,NA,0.574563977,7.5,0.574563977,"284","ACJ-01",14.6,14.8,14.8,0.17505995203837,"ok","ok","ok","ok",NA
"287",285,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,137,1300,"a",1,11,4,0,0,0,1,NA,37,1300,"c","1",NA,NA,0,0,NA,NA,1105667,135,1300,"c","1",8000,NA,0,0,1,"3b",NA,1105667,NA,0.574563977,9.5,0.574563977,"285","ACJ-01",13.7,13.7,13.5,-8.75299760191846,"ok","shrunk.dbh.2","ok","ok",NA
"288",286,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,108,1300,"a",1,11,4,0,0,0,1,NA,110,1300,"a","1",NA,NA,0,0,NA,NA,1105668,109,1300,"a","1",9000,NA,0,0,0,"2c",NA,1105668,NA,0.574563977,10,0.574563977,"286","ACJ-01",10.8,11,10.9,0.175059952038369,"ok","ok","ok","ok",NA
"289",287,NA,8,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,169,1300,"a",1,10,4,0,0,0,1,NA,170,1300,"a","1",NA,NA,0,0,NA,NA,1105669,173,1300,"a","1",10000,NA,0,0,0,"2b",NA,1105669,NA,0.540014577613546,10,0.540014577613546,"287","ACJ-01",16.9,17,17.3,0.0875299760191859,"ok","ok","ok","ok",NA
"290",288,NA,8,NA,NA,NA,"Campanulaceae","Centropogon","indet",NA,103,1300,"a",1,10,4,0,0,0,1,NA,105,1300,"c","1",NA,NA,0,0,NA,NA,1105670,0,1300,"0","bps",0,NA,0,0,NA,NA,NA,1105670,NA,NA,5,NA,"288","ACJ-01",10.3,10.5,10.5,0.175059952038369,"ok","shrunk.dbh.3","ok","ok",NA
"291",289,NA,8,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,238,1300,"a",1,8,4,0,0,0,1,NA,240,1300,"c","1",NA,NA,0,0,NA,NA,1105671,249,1300,"c","1",9000,NA,0,0,1,"3b",NA,1105671,NA,0.639235706846016,8.5,0.639235706846016,"289","ACJ-01",23.8,24,24.9,0.175059952038369,"ok","ok","ok","ok",NA
"292",290,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,142,1300,"a",1,8,4,0,0,0,1,NA,145,1300,"a","1",NA,NA,0,0,NA,NA,1105672,145,1300,"a","1",9000,NA,0,0,0,"4",NA,1105672,NA,0.574563977,8.5,0.574563977,"290","ACJ-01",14.2,14.5,14.5,0.262589928057555,"ok","ok","ok","ok",NA
"293",291,NA,8,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,640,1300,"a",1,11,4,0,0,0,1,NA,643,1300,"a","1",NA,NA,0,0,NA,NA,1105673,672,1300,"ah","1",12000,NA,0,0,0,"4",NA,1105673,NA,0.639235706846016,11.5,0.639235706846016,"291","ACJ-01",64,64.3,67.2,0.262589928057551,"ok","ok","ok","ok",NA
"294",292,NA,8,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,231,1300,"a",1,9,4,0,0,0,1,NA,235,1300,"c","1",NA,NA,0,0,NA,NA,1105674,240,1300,"ch","1",10000,NA,0,0,0,"3b",NA,1105674,NA,0.639235706846016,9.5,0.639235706846016,"292","ACJ-01",23.1,23.5,24,0.350119904076737,"ok","ok","ok","ok",NA
"295",293,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,206,1300,"a",1,12,4,0,0,0,1,NA,210,1300,"ch","1",NA,NA,0,0,NA,NA,1105675,213,1300,"ch","1",9000,NA,0,0,1,"3a",NA,1105675,NA,0.599808019773585,10.5,0.599808019773585,"293","ACJ-01",20.6,21,21.3,0.350119904076737,"ok","ok","ok","ok",NA
"296",294,NA,8,293,NA,NA,"Melastomataceae","Miconia","setulosa",NA,288,1300,"a",1,8,4,0,0,0,1,NA,290,1300,"ah","1",NA,NA,0,0,NA,NA,1105676,291,1300,"ah","1",9000,NA,0,0,0,"3a",NA,1105676,NA,0.599808019773585,8.5,0.599808019773585,"294","ACJ-01",28.8,29,29.1,0.175059952038369,"ok","ok","ok","ok",NA
"297",295,NA,8,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,295,1300,"a",1,12,4,0,0,0,1,NA,295,1300,"a","1",NA,NA,0,0,NA,NA,1105677,299,1300,"c","1",12000,NA,0,0,0,"4",NA,1105677,NA,0.540014577613546,12,0.540014577613546,"295","ACJ-01",29.5,29.5,29.9,0,"ok","ok","ok","ok",NA
"298",296,NA,8,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,194,1300,"a",1,8,4,0,0,0,1,NA,198,1300,"a","1",NA,NA,0,0,NA,NA,1105678,198,1300,"a","1",10000,NA,0,0,0,"2c",NA,1105678,NA,0.540014577613546,9,0.540014577613546,"296","ACJ-01",19.4,19.8,19.8,0.35011990407674,"ok","ok","ok","ok",NA
"299",297,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,259,1300,"a",1,9,4,0,0,0,1,NA,281,1300,"c","1",NA,NA,0,0,NA,NA,1105679,275,1300,"biq","1",4000,NA,0,0,0,"1","b=4000",1105679,NA,0.599808019773585,6.5,0.599808019773585,"297","ACJ-01",25.9,28.1,27.5,1.92565947242206,"ok","ok","ok","ok",NA
"300",298,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,346,1300,"a",1,9,4,0,0,0,1,NA,340,1300,"a","1",NA,NA,0,0,NA,NA,1105680,344,1300,"a","1",9000,NA,0,0,0,"2c",NA,1105680,NA,0.599808019773585,9,0.599808019773585,"298","ACJ-01",34.6,34,34.4,-0.525179856115109,"ok","ok","ok","ok",NA
"301",299,NA,8,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,308,1300,"a",1,10,4,0,0,0,1,NA,398,1300,"a","1",NA,NA,0,0,NA,NA,1105681,295,1300,"a","1",10000,NA,0,0,1,"4",NA,1105681,NA,0.639235706846016,10,0.639235706846016,"299","ACJ-01",30.8,36.5123287671233,39.8,7.87769784172662,"ok","shrunk.dbh.3","ok",">2cm growth per yr dbh.2",39.8
"302",300,NA,8,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,426,1300,"a",1,14,4,0,0,0,1,NA,430,1300,"a","1",NA,NA,0,0,NA,NA,1105682,432,1300,"a","1",10000,NA,0,0,0,"4",NA,1105682,NA,0.540014577613546,12,0.540014577613546,"300","ACJ-01",42.6,43,43.2,0.350119904076737,"ok","ok","ok","ok",NA
"303",301,NA,8,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,182,1300,"a",1,6,4,0,0,0,1,NA,182,1300,"a","1",NA,NA,0,0,NA,NA,1105683,182,1300,"a","1",7000,NA,0,0,0,"3a",NA,1105683,NA,0.540014577613546,6.5,0.540014577613546,"301","ACJ-01",18.2,18.2,18.2,0,"ok","ok","ok","ok",NA
"304",302,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,112,1300,"a",1,7,4,0,0,0,1,NA,116,1300,"c","1",NA,NA,0,0,NA,NA,1105684,119,1300,"cz","1",7000,NA,0,0,0,"2b",NA,1105684,NA,0.599808019773585,7,0.599808019773585,"302","ACJ-01",11.2,11.6,11.9,0.350119904076739,"ok","ok","ok","ok",NA
"305",303,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,179,1300,"a",1,8,4,0,0,0,1,NA,203,1300,"c","1",NA,NA,0,0,NA,NA,1105685,205,1300,"c","1",8000,NA,0,0,0,"3a",NA,1105685,NA,0.599808019773585,8,0.599808019773585,"303","ACJ-01",17.9,20.3,20.5,2.10071942446043,"ok","ok","ok","ok",NA
"306",304,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,179,1300,"a",1,8.5,4,0,0,0,1,NA,181,1300,"ch","1",NA,NA,0,0,NA,NA,1105686,186,1300,"c","1",9000,NA,0,0,0,"2b",NA,1105686,NA,0.599808019773585,8.75,0.599808019773585,"304","ACJ-01",17.9,18.1,18.6,0.175059952038372,"ok","ok","ok","ok",NA
"307",305,NA,8,NA,NA,NA,"Lauraceae","Persea","ruizii",NA,126,1300,"a",1,11,4,0,0,0,1,NA,127,1300,"a","1",NA,NA,0,0,NA,NA,1105687,128,1300,"a","1",9000,NA,0,0,0,"3a",NA,1105687,NA,0.532941852631206,10,0.532941852631206,"305","ACJ-01",12.6,12.7,12.8,0.0875299760191843,"ok","ok","ok","ok",NA
"308",306,NA,8,304,NA,NA,"Melastomataceae","Miconia","setulosa",NA,139,1300,"a",1,7,4,0,0,0,1,NA,142,1300,"ch","1",NA,NA,0,0,NA,NA,1105688,144,1300,"c","1",7000,NA,0,0,0,"2c",NA,1105688,NA,0.599808019773585,7,0.599808019773585,"306","ACJ-01",13.9,14.2,14.4,0.262589928057553,"ok","ok","ok","ok",NA
"309",307,NA,8,304,NA,NA,"Melastomataceae","Miconia","setulosa",NA,155,1300,"a",1,6,4,0,0,0,1,NA,157,1300,"ch","1",NA,NA,0,0,NA,NA,1105689,158,1300,"ch","1",6000,NA,0,0,0,"2c",NA,1105689,NA,0.599808019773585,6,0.599808019773585,"307","ACJ-01",15.5,15.7,15.8,0.175059952038369,"ok","ok","ok","ok",NA
"310",308,NA,8,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,152,1300,"a",1,6,4,0,0,0,1,NA,150,1300,"a","1",NA,NA,0,0,NA,NA,1105690,154,1300,"a","1",6000,NA,0,0,0,"2a",NA,1105690,NA,0.599808019773585,6,0.599808019773585,"308","ACJ-01",15.2,15,15.4,-0.175059952038369,"ok","ok","ok","ok",NA
"311",309,NA,8,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,114,1300,"a",1,7,4,0,0,0,1,NA,115,1300,"a","1",NA,NA,0,0,NA,NA,1105691,120,1300,"c","1",7000,NA,0,0,0,"2c",NA,1105691,NA,0.599808019773585,7,0.599808019773585,"309","ACJ-01",11.4,11.5,12,0.0875299760191843,"ok","ok","ok","ok",NA
"312",310,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,103,1300,"a",1,8,4,0,0,0,1,NA,105,1300,"a","1",NA,NA,0,0,NA,NA,1105692,107,1300,"a","1",7000,NA,0,0,0,"2c",NA,1105692,NA,0.574563977,7.5,0.574563977,"310","ACJ-01",10.3,10.5,10.7,0.175059952038369,"ok","ok","ok","ok",NA
"313",311,NA,8,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,291,1300,"a",1,9,4,0,0,0,1,NA,298,1300,"a","1",NA,NA,0,0,NA,NA,1105693,300,1300,"c","1",9000,NA,0,0,0,"4",NA,1105693,NA,0.599808019773585,9,0.599808019773585,"311","ACJ-01",29.1,29.8,30,0.612709832134292,"ok","ok","ok","ok",NA
"314",312,NA,8,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,150,1300,"a",1,9,4,0,0,0,1,NA,122,1300,"c","1",NA,NA,0,0,NA,NA,1105694,152,1300,"c","1",9000,NA,0,0,0,"4",NA,1105694,NA,0.574563977,9,0.574563977,"312","ACJ-01",15,15,15.2,-2.45083932853717,"ok","shrunk.dbh.2","ok","ok",NA
"315",313,NA,9,NA,NA,NA,"Solanaceae","Sessea","dependens",NA,148,1300,"a",1,12,4,0,0,0,1,NA,150,1300,"c","1",NA,NA,0,0,NA,NA,1105695,154,1300,"bc","1",7000,NA,0,0,0,"2b","b=7000",1105695,NA,0.4468375,9.5,0.4468375,"313","ACJ-01",14.8,15,15.4,0.175059952038369,"ok","ok","ok","ok",NA
"316",314,NA,9,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,249,1300,"a",1,12,4,0,0,0,1,NA,255,1300,"c","1",NA,NA,0,0,NA,NA,1105696,0,1300,"0","kr",0,NA,0,0,NA,NA,NA,1105696,NA,0.430781927700787,6,0.430781927700787,"314","ACJ-01",24.9,25.5,25.5,0.525179856115109,"ok","shrunk.dbh.3","ok","ok",NA
"317",315,NA,9,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,495,1300,"a",1,12,4,0,0,0,1,NA,488,1300,"c","1",NA,NA,0,0,NA,NA,1105697,489,1300,"c","1",12000,NA,0,0,1,"2c",NA,1105697,NA,0.669763012681063,12,0.669763012681063,"315","ACJ-01",49.5,48.8,48.9,-0.612709832134295,"ok","ok","ok","ok",NA
"318",316,NA,9,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,129,1300,"a",1,6,4,0,0,0,1,NA,138,1300,"a","1",NA,NA,0,0,NA,NA,1105698,142,1300,"a","1",9000,NA,0,0,0,"2b",NA,1105698,NA,0.430781927700787,7.5,0.430781927700787,"316","ACJ-01",12.9,13.8,14.2,0.787769784172662,"ok","ok","ok","ok",NA
"319",317,NA,9,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,225,1300,"a",1,10,4,0,0,0,1,NA,230,1300,"a","1",NA,NA,0,0,NA,NA,1105699,233,1300,"m","1",8000,NA,0,0,2,"3a",NA,1105699,NA,0.574563977,9,0.574563977,"317","ACJ-01",22.5,23,23.3,0.437649880095923,"ok","ok","ok","ok",NA
"320",318,NA,9,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,153,1300,"a",1,5,4,0,0,0,1,NA,153,1300,"a","1",NA,NA,0,0,NA,NA,1105700,153,1300,"f","1",7000,NA,0,0,0,"2b",NA,1105700,NA,0.574563977,6,0.574563977,"318","ACJ-01",15.3,15.3,15.3,0,"ok","ok","ok","ok",NA
"321",319,NA,9,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,138,1300,"a",1,9,4,0,0,0,1,NA,140,1300,"a","1",NA,NA,0,0,NA,NA,1105701,141,1300,"a","1",7000,NA,0,0,0,"3b",NA,1105701,NA,0.574563977,8,0.574563977,"319","ACJ-01",13.8,14,14.1,0.175059952038369,"ok","ok","ok","ok",NA
"322",320,NA,9,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,181,1300,"a",1,10,4,0,0,0,1,NA,182,1300,"c","1",NA,NA,0,0,NA,NA,1105702,184,1300,"c","1",8000,NA,0,0,1,"2c",NA,1105702,NA,0.599808019773585,9,0.599808019773585,"320","ACJ-01",18.1,18.2,18.4,0.0875299760191828,"ok","ok","ok","ok",NA
"323",321,NA,9,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,130,1300,"a",1,8,4,0,0,0,1,NA,135,1300,"c","1",NA,NA,0,0,NA,NA,1105703,137,1300,"c","1",8000,NA,0,0,1,"2b",NA,1105703,NA,0.639235706846016,8,0.639235706846016,"321","ACJ-01",13,13.5,13.7,0.437649880095923,"ok","ok","ok","ok",NA
"324",322,NA,9,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,450,1300,"a",1,13,4,0,0,0,1,NA,454,1300,"c","1",NA,NA,0,0,NA,NA,1105704,457,1300,"c","1",13000,NA,0,0,0,"1",NA,1105704,NA,0.669763012681063,13,0.669763012681063,"322","ACJ-01",45,45.4,45.7,0.350119904076737,"ok","ok","ok","ok",NA
"325",323,NA,9,NA,NA,NA,"Cunoniaceae","Weinmannia","auriculata",NA,257,1300,"a",1,12,4,0,0,0,1,NA,262,1300,"c","1",NA,NA,0,0,NA,NA,1105705,265,1300,"c","1",10000,NA,0,0,1,"2a",NA,1105705,NA,0.639235706846016,11,0.639235706846016,"323","ACJ-01",25.7,26.2,26.5,0.437649880095923,"ok","ok","ok","ok",NA
"326",324,NA,9,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,190,1300,"a",1,11,4,0,0,0,1,NA,193,1300,"a","1",NA,NA,0,0,NA,NA,1105706,196,1300,"c","1",10000,NA,0,0,0,"3a",NA,1105706,NA,0.599808019773585,10.5,0.599808019773585,"324","ACJ-01",19,19.3,19.6,0.262589928057555,"ok","ok","ok","ok",NA
"327",325,NA,9,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,488,1300,"a",1,13,4,0,0,0,1,NA,499,1300,"a","1",NA,NA,0,0,NA,NA,1105707,0,1300,"0","l",0,NA,0,0,NA,NA,NA,1105707,NA,0.639235706846016,6.5,0.639235706846016,"325","ACJ-01",48.8,49.9,49.9,0.962829736211032,"ok","shrunk.dbh.3","ok","ok",NA
"328",326,NA,9,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,124,1300,"a",1,6,4,0,0,0,1,NA,135,1300,"a","1",NA,NA,0,0,NA,NA,1105708,0,1300,"0","l",0,NA,0,0,NA,NA,NA,1105708,NA,0.599808019773585,3,0.599808019773585,"326","ACJ-01",12.4,13.5,13.5,0.962829736211031,"ok","shrunk.dbh.3","ok","ok",NA
"329",327,NA,9,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,116,1300,"a",1,6,4,0,0,0,1,NA,114,1300,"c","1",NA,NA,0,0,NA,NA,1105709,118,1300,"ceq","1",6000,NA,0,0,0,"1",NA,1105709,NA,0.430781927700787,6,0.430781927700787,"327","ACJ-01",11.6,11.4,11.8,-0.175059952038369,"ok","ok","ok","ok",NA
"330",328,NA,9,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,212,1300,"a",1,11,4,0,0,0,1,NA,215,1300,"a","1",NA,NA,0,0,NA,NA,1105710,0,1300,"0","bpx",0,NA,0,0,NA,NA,NA,1105710,NA,0.599808019773585,5.5,0.599808019773585,"328","ACJ-01",21.2,21.5,21.5,0.262589928057555,"ok","shrunk.dbh.3","ok","ok",NA
"331",329,NA,9,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,167,1300,"a",1,9,4,0,0,0,1,NA,181,1300,"c","1",NA,NA,0,0,NA,NA,1105711,174,1300,"czm","1",8000,NA,0,0,2,"3a",NA,1105711,NA,0.639235706846016,8.5,0.639235706846016,"329","ACJ-01",16.7,18.1,17.4,1.22541966426859,"ok","ok","ok","ok",NA
"332",330,NA,9,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,199,1300,"a",1,11,4,0,0,0,1,NA,207,1300,"c","1",NA,NA,0,0,NA,NA,1105712,0,1300,"0","cps",0,NA,0,0,NA,NA,NA,1105712,NA,0.599808019773585,5.5,0.599808019773585,"330","ACJ-01",19.9,20.7,20.7,0.700239808153478,"ok","shrunk.dbh.3","ok","ok",NA
"333",331,NA,9,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,231,1300,"a",1,10,4,0,0,0,1,NA,237,1300,"a","1",NA,NA,0,0,NA,NA,1105713,0,1300,"0","bpv",0,NA,0,0,NA,NA,NA,1105713,NA,0.599808019773585,5,0.599808019773585,"331","ACJ-01",23.1,23.7,23.7,0.525179856115106,"ok","shrunk.dbh.3","ok","ok",NA
