"","Tag.No","Old.No","T1","T2","X","Y","Family","genus","species","Old.Tree.Notes","D..2013.1","POM..2013.1","F1..2013.1","F2..2013.1","Height..2013.1","F5..2013.1","F3..2013.1","F4..2013.1","LI..2013.1","CI..2013.1","Census.Notes..2013.1","D..2014.2","POM..2014.2","F1","F2","Height..2014.2","F5","F3","F4","LI..2014.2","CI..2014.2","Tree.ID","D..2015.1","POM..2015.1","F1.1","F2.1","Height..2015.1","F5.1","F3.1","F4.1","LI..2015.1","CI..2015.1","Census.Notes","Tree.ID.1","New.Tag.No","wdensity","height","density","tag","plot","DBH.1","DBH.2","DBH.3","dbh_growth_yr","recruits","srink","missing","overgrown","value_replaced"
"701",695,NA,20,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,302,1300,"a",1,15,4,0,0,0,1,NA,304,1300,"a","1",NA,NA,0,0,NA,NA,1106077,306,1300,"a","1",10000,NA,0,0,0,"4",NA,1106077,NA,0.540014577613546,12.5,0.540014577613546,"695","ACJ-01",30.2,30.4,30.6,0.175059952038369,"ok","ok","ok","ok",NA
"702",696,NA,20,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,521,1300,"a",1,18,4,0,0,0,1,NA,526,1300,"c","1",NA,NA,0,0,NA,NA,1106078,542,1300,"c","1",12000,NA,0,0,0,"4",NA,1106078,NA,0.540014577613546,15,0.540014577613546,"696","ACJ-01",52.1,52.6,54.2,0.437649880095923,"ok","ok","ok","ok",NA
"703",697,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,145,1300,"a",1,10,4,0,0,0,1,NA,192,1300,"c","1",NA,NA,0,0,NA,NA,1106079,154,1300,"c","1",11000,NA,0,0,0,"3a",NA,1106079,NA,0.574563977,10.5,0.574563977,"697","ACJ-01",14.5,19.2,19.2,4.11390887290168,"ok","shrunk.dbh.3","ok","ok",NA
"704",698,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,360,1300,"a",1,13,4,0,0,0,1,NA,363,1300,"c","1",NA,NA,0,0,NA,NA,1106080,364,1300,"c","1",11000,NA,0,0,0,"3b",NA,1106080,NA,0.574563977,12,0.574563977,"698","ACJ-01",36,36.3,36.4,0.262589928057551,"ok","ok","ok","ok",NA
"705",699,NA,20,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,140,1300,"a",1,8,4,0,0,0,1,NA,142,1300,"c","1",NA,NA,0,0,NA,NA,1106081,145,1300,"c","1",11000,NA,0,0,0,"2c",NA,1106081,NA,0.669763012681063,9.5,0.669763012681063,"699","ACJ-01",14,14.2,14.5,0.175059952038369,"ok","ok","ok","ok",NA
"706",700,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,178,1300,"a",1,6,4,0,0,0,1,NA,180,1300,"c","1",NA,NA,0,0,NA,NA,1106082,180,1300,"a","1",6000,NA,0,0,0,"1",NA,1106082,NA,0.574563977,6,0.574563977,"700","ACJ-01",17.8,18,18,0.175059952038369,"ok","ok","ok","ok",NA
"707",701,NA,20,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,553,1300,"a",1,14,4,0,0,0,1,NA,561,1300,"c","1",NA,NA,0,0,NA,NA,1106083,558,1300,"cq","1",13000,NA,0,0,0,"4",NA,1106083,NA,0.669763012681063,13.5,0.669763012681063,"701","ACJ-01",55.3,56.1,55.8,0.700239808153481,"ok","ok","ok","ok",NA
"708",702,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,108,1300,"a",1,8,4,0,0,0,1,NA,109,1300,"c","1",NA,NA,0,0,NA,NA,1106084,113,1300,"c","1",8000,NA,0,0,0,"2a",NA,1106084,NA,0.574563977,8,0.574563977,"702","ACJ-01",10.8,10.9,11.3,0.0875299760191843,"ok","ok","ok","ok",NA
"709",703,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,209,1300,"a",1,12,4,0,0,0,1,NA,212,1300,"a","1",NA,NA,0,0,NA,NA,1106085,215,1300,"a","1",10000,NA,0,0,0,"3b",NA,1106085,NA,0.574563977,11,0.574563977,"703","ACJ-01",20.9,21.2,21.5,0.262589928057555,"ok","ok","ok","ok",NA
"710",704,NA,20,NA,NA,NA,"Clethraceae","Clethra","indet",NA,172,1300,"a",1,12,4,0,0,0,1,NA,179,1300,"a","1",NA,NA,0,0,NA,NA,1106086,181,1300,"a","1",11000,NA,0,0,0,"4",NA,1106086,NA,0.540014577613546,11.5,0.540014577613546,"704","ACJ-01",17.2,17.9,18.1,0.612709832134292,"ok","ok","ok","ok",NA
"711",705,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,203,1300,"a",1,12,4,0,0,0,1,NA,209,1300,"a","1",NA,NA,0,0,NA,NA,1106087,208,1300,"a","1",12000,NA,0,0,0,"3b",NA,1106087,NA,0.574563977,12,0.574563977,"705","ACJ-01",20.3,20.9,20.8,0.525179856115106,"ok","ok","ok","ok",NA
"712",706,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,291,1300,"a",1,12,4,0,0,0,1,NA,293,1300,"c","1",NA,NA,0,0,NA,NA,1106088,293,1300,"c","1",11000,NA,0,0,0,"3b",NA,1106088,NA,0.574563977,11.5,0.574563977,"706","ACJ-01",29.1,29.3,29.3,0.175059952038369,"ok","ok","ok","ok",NA
"713",707,NA,20,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,118,1300,"a",1,9,4,0,0,0,1,NA,123,1300,"a","1",NA,NA,0,0,NA,NA,1106089,127,1300,"a","1",9000,NA,0,0,0,"2b",NA,1106089,NA,0.574563977,9,0.574563977,"707","ACJ-01",11.8,12.3,12.7,0.437649880095923,"ok","ok","ok","ok",NA
"714",708,NA,20,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,191,1300,"a",1,16,4,0,0,0,1,NA,203,1300,"c","1",NA,NA,0,0,NA,NA,1106090,195,1300,"c","1",8000,NA,0,0,0,"3a","parcialmente desenraizado",1106090,NA,0.430781927700787,12,0.430781927700787,"708","ACJ-01",19.1,20.3,19.5,1.05035971223022,"ok","ok","ok","ok",NA
"715",709,NA,20,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,477,1300,"a",1,15,4,0,0,0,1,NA,520,1300,"c","1",NA,NA,0,0,NA,NA,1106091,475,1300,"cq","1",13000,NA,0,0,1,"3b",NA,1106091,NA,0.669763012681063,14,0.669763012681063,"709","ACJ-01",47.7,52,47.5,3.76378896882494,"ok","ok","ok","ok",NA
"716",710,NA,20,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,230,1300,"a",1,9,4,0,0,0,1,NA,230,1300,"c","1",NA,NA,0,0,NA,NA,1106092,230,1300,"ci","1",7000,NA,0,0,0,"3a",NA,1106092,NA,0.599808019773585,8,0.599808019773585,"710","ACJ-01",23,23,23,0,"ok","ok","ok","ok",NA
"717",711,NA,20,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,101,1300,"a",1,5,4,0,0,0,1,NA,105,1300,"c","1",NA,NA,0,0,NA,NA,1106093,109,1300,"c","1",8000,NA,0,0,0,"2b",NA,1106093,NA,0.599808019773585,6.5,0.599808019773585,"711","ACJ-01",10.1,10.5,10.9,0.350119904076739,"ok","ok","ok","ok",NA
"718",712,NA,20,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,606,1300,"a",1,12,4,0,0,0,1,NA,610,1300,"c","1",NA,NA,0,0,NA,NA,1106094,611,1300,"c","1",12000,NA,0,0,0,"4",NA,1106094,NA,0.639235706846016,12,0.639235706846016,"712","ACJ-01",60.6,61,61.1,0.350119904076737,"ok","ok","ok","ok",NA
"719",713,NA,20,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,109,1300,"a",1,10,4,0,0,0,1,NA,113,1300,"a","1",NA,NA,0,0,NA,NA,1106095,117,1300,"a","1",9000,NA,0,0,0,"3a",NA,1106095,NA,0.540014577613546,9.5,0.540014577613546,"713","ACJ-01",10.9,11.3,11.7,0.350119904076739,"ok","ok","ok","ok",NA
"720",714,NA,21,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,390,1300,"a",1,14,4,0,0,0,1,NA,398,1300,"c","1",NA,NA,0,0,NA,NA,1106096,398,1300,"c","1",13000,NA,0,0,0,"3a",NA,1106096,NA,0.639235706846016,13.5,0.639235706846016,"714","ACJ-01",39,39.8,39.8,0.700239808153475,"ok","ok","ok","ok",NA
"721",715,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,344,1300,"a",1,15,4,0,0,0,1,NA,349,1300,"a","1",NA,NA,0,0,NA,NA,1106097,349,1300,"cg","1",10000,NA,0,0,0,"3a",NA,1106097,NA,0.599808019773585,12.5,0.599808019773585,"715","ACJ-01",34.4,34.9,34.9,0.437649880095923,"ok","ok","ok","ok",NA
"722",716,NA,21,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,276,1300,"a",1,12,4,0,0,0,1,NA,283,1300,"a","1",NA,NA,0,0,NA,NA,1106098,282,1300,"f","1",9000,NA,0,0,1,"3a",NA,1106098,NA,0.540014577613546,10.5,0.540014577613546,"716","ACJ-01",27.6,28.3,28.2,0.612709832134292,"ok","ok","ok","ok",NA
"723",717,NA,21,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,253,1300,"a",1,10,4,0,0,0,1,NA,260,1300,"a","1",NA,NA,0,0,NA,NA,1106099,261,1300,"c","1",11000,NA,0,0,1,"2b",NA,1106099,NA,0.574563977,10.5,0.574563977,"717","ACJ-01",25.3,26,26.1,0.612709832134292,"ok","ok","ok","ok",NA
"724",718,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,110,1300,"a",1,6,4,0,0,0,1,NA,110,1300,"c","1",NA,NA,0,0,NA,NA,1106100,111,1300,"c","1",7000,NA,0,0,1,"1",NA,1106100,NA,0.430781927700787,6.5,0.430781927700787,"718","ACJ-01",11,11,11.1,0,"ok","ok","ok","ok",NA
"725",719,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,212,1300,"a",1,10,4,0,0,0,1,NA,222,1300,"c","1",NA,NA,0,0,NA,NA,1106101,222,1300,"c","1",10000,NA,0,0,0,"2b",NA,1106101,NA,0.430781927700787,10,0.430781927700787,"719","ACJ-01",21.2,22.2,22.2,0.875299760191846,"ok","ok","ok","ok",NA
"726",720,NA,21,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,200,1300,"a",1,12,4,0,0,0,1,NA,213,1300,"a","1",NA,NA,0,0,NA,NA,1106102,205,1300,"a","1",12000,NA,0,0,0,"3b",NA,1106102,NA,0.574563977,12,0.574563977,"720","ACJ-01",20,21.3,20.5,1.1378896882494,"ok","ok","ok","ok",NA
"727",721,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,166,1300,"a",1,10,4,0,0,0,1,NA,168,1300,"c","1",NA,NA,0,0,NA,NA,1106103,170,1300,"c","1",8000,NA,0,0,0,"1",NA,1106103,NA,0.430781927700787,9,0.430781927700787,"721","ACJ-01",16.6,16.8,17,0.175059952038369,"ok","ok","ok","ok",NA
"728",722,NA,21,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,115,1300,"a",1,7,4,0,0,0,1,NA,115,1300,"c","1",NA,NA,0,0,NA,NA,1106104,115,1300,"c","1",6000,NA,0,0,0,"1",NA,1106104,NA,0.599808019773585,6.5,0.599808019773585,"722","ACJ-01",11.5,11.5,11.5,0,"ok","ok","ok","ok",NA
"729",723,NA,21,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,612,1300,"a",1,15,4,0,0,0,1,NA,605,1300,"c","1",NA,NA,0,0,NA,NA,1106105,608,1300,"ceq","1",12000,NA,0,0,0,"3b",NA,1106105,NA,0.669763012681063,13.5,0.669763012681063,"723","ACJ-01",61.2,60.5,60.8,-0.612709832134295,"ok","ok","ok","ok",NA
"730",724,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,147,1300,"a",1,10,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1106106,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1106106,NA,0.599808019773585,5,0.599808019773585,"724","ACJ-01",14.7,14.7,14.7,-12.8669064748201,"ok","shrunk.dbh.3","ok","ok",NA
"731",725,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,136,1300,"a",1,10.5,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1106107,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1106107,NA,0.599808019773585,5.25,0.599808019773585,"725","ACJ-01",13.6,13.6,13.6,-11.9040767386091,"ok","shrunk.dbh.3","ok","ok",NA
"732",726,NA,21,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,147,1300,"a",1,5,4,0,0,0,1,NA,152,1300,"ah","1",NA,NA,0,0,NA,NA,1106108,158,1300,"ah","1",7000,NA,0,0,0,"3a",NA,1106108,NA,0.669763012681063,6,0.669763012681063,"726","ACJ-01",14.7,15.2,15.8,0.437649880095923,"ok","ok","ok","ok",NA
"733",727,NA,21,726,NA,NA,"Rosaceae","Polylepis","pauta",NA,187,1300,"a",1,5,4,0,0,0,1,NA,186,1300,"ah","1",NA,NA,0,0,NA,NA,1106109,187,1300,"chb","1",5000,NA,0,0,0,"3a","b (5m)",1106109,NA,0.669763012681063,5,0.669763012681063,"727","ACJ-01",18.7,18.6,18.7,-0.0875299760191828,"ok","ok","ok","ok",NA
"734",728,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,176,1300,"a",1,5,4,0,0,0,1,NA,179,1300,"d","1",NA,NA,0,0,NA,NA,1106110,178,1300,"d","1",8000,NA,0,0,0,"2b",NA,1106110,NA,0.430781927700787,6.5,0.430781927700787,"728","ACJ-01",17.6,17.9,17.8,0.262589928057551,"ok","ok","ok","ok",NA
"735",729,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,332,1300,"a",1,15,4,0,0,0,1,NA,337,1300,"ch","1",NA,NA,0,0,NA,NA,1106111,33.9,1300,"c","1",12000,NA,0,0,0,"2b",NA,1106111,NA,0.430781927700787,13.5,0.430781927700787,"729","ACJ-01",33.2,33.7,33.7,0.437649880095923,"ok","shrunk.dbh.3","ok","ok",NA
"736",730,NA,21,729,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,273,1300,"a",1,15,4,0,0,0,1,NA,270,1300,"ch","1",NA,NA,0,0,NA,NA,1106112,282,1300,"c","1",14000,NA,0,0,0,"2c",NA,1106112,NA,0.430781927700787,14.5,0.430781927700787,"730","ACJ-01",27.3,27,28.2,-0.262589928057555,"ok","ok","ok","ok",NA
"737",731,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,381,1300,"a",1,14,4,0,0,0,1,NA,387,1300,"a","1",NA,NA,0,0,NA,NA,1106113,387,1300,"a","1",11000,NA,0,0,0,"2c",NA,1106113,NA,0.599808019773585,12.5,0.599808019773585,"731","ACJ-01",38.1,38.7,38.7,0.525179856115109,"ok","ok","ok","ok",NA
"738",732,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,189,1300,"a",1,14,4,0,0,0,1,NA,190,1300,"c","1",NA,NA,0,0,NA,NA,1106114,191,1300,"c","1",11000,NA,0,0,0,"3a",NA,1106114,NA,0.430781927700787,12.5,0.430781927700787,"732","ACJ-01",18.9,19,19.1,0.0875299760191859,"ok","ok","ok","ok",NA
"739",733,NA,21,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,519,1300,"a",1,16,4,0,0,0,1,NA,527,1300,"a","1",NA,NA,0,0,NA,NA,1106115,530,1300,"cq","1",13000,NA,0,0,0,"4",NA,1106115,NA,0.669763012681063,14.5,0.669763012681063,"733","ACJ-01",51.9,52.7,53,0.700239808153481,"ok","ok","ok","ok",NA
"740",734,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,119,1300,"a",1,6,4,0,0,0,1,NA,122,1300,"c","1",NA,NA,0,0,NA,NA,1106116,123,1300,"c","1",9000,NA,0,0,1,"3a",NA,1106116,NA,0.430781927700787,7.5,0.430781927700787,"734","ACJ-01",11.9,12.2,12.3,0.262589928057553,"ok","ok","ok","ok",NA
"741",735,NA,21,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,439,1300,"a",1,20,4,0,0,0,1,NA,0,1300,"0","mru",NA,NA,0,0,NA,NA,1106117,0,1300,"0","mru",0,NA,0,0,NA,NA,NA,1106117,NA,0.669763012681063,10,0.669763012681063,"735","ACJ-01",43.9,43.9,43.9,-38.4256594724221,"ok","shrunk.dbh.3","ok","ok",NA
"742",736,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,194,1300,"a",1,8,4,0,0,0,1,NA,196,1300,"c","1",NA,NA,0,0,NA,NA,1106118,200,1300,"c","1",10000,NA,0,0,0,"2c",NA,1106118,NA,0.430781927700787,9,0.430781927700787,"736","ACJ-01",19.4,19.6,20,0.175059952038372,"ok","ok","ok","ok",NA
"743",737,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,357,1300,"a",1,17,4,0,0,0,1,NA,360,1300,"a","1",NA,NA,0,0,NA,NA,1106119,365,1300,"a","1",10000,NA,0,0,0,"2c",NA,1106119,NA,0.599808019773585,13.5,0.599808019773585,"737","ACJ-01",35.7,36,36.5,0.262589928057551,"ok","ok","ok","ok",NA
"744",738,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,151,1300,"a",1,7,4,0,0,0,1,NA,132,1300,"a","1",NA,NA,0,0,NA,NA,1106120,153,1300,"a","1",10000,NA,0,0,1,"3b",NA,1106120,NA,0.599808019773585,8.5,0.599808019773585,"738","ACJ-01",15.1,15.1,15.3,-1.66306954436451,"ok","shrunk.dbh.2","ok","ok",NA
"745",739,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,109,1300,"a",1,6,4,0,0,0,1,NA,109,1300,"a","1",NA,NA,0,0,NA,NA,1106121,110,1300,"ce","1",5000,NA,0,0,0,"2a",NA,1106121,NA,0.430781927700787,5.5,0.430781927700787,"739","ACJ-01",10.9,10.9,11,0,"ok","ok","ok","ok",NA
"746",740,NA,21,NA,NA,NA,"Solanaceae","Sessea","dependens",NA,118,1300,"a",1,9,4,0,0,0,1,NA,120,1300,"c","1",NA,NA,0,0,NA,NA,1106122,121,1300,"c","1",8000,NA,0,0,0,"2c",NA,1106122,NA,0.4468375,8.5,0.4468375,"740","ACJ-01",11.8,12,12.1,0.175059952038369,"ok","ok","ok","ok",NA
"747",741,NA,21,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,158,1300,"a",1,6,4,0,0,0,1,NA,165,1300,"a","1",NA,NA,0,0,NA,NA,1106123,164,1300,"c","1",7000,NA,0,0,0,"2a",NA,1106123,NA,0.430781927700787,6.5,0.430781927700787,"741","ACJ-01",15.8,16.5,16.4,0.612709832134292,"ok","ok","ok","ok",NA
"748",742,NA,21,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,424,1300,"a",1,15,4,0,0,0,1,NA,429,1300,"a","1",NA,NA,0,0,NA,NA,1106124,435,1300,"c","1",11000,NA,0,0,1,"3b",NA,1106124,NA,0.574563977,13,0.574563977,"742","ACJ-01",42.4,42.9,43.5,0.437649880095923,"ok","ok","ok","ok",NA
"749",743,NA,21,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,284,1300,"a",1,12,4,0,0,0,1,NA,288,1300,"a","1",NA,NA,0,0,NA,NA,1106125,289,1300,"ce","1",11000,NA,0,0,1,"3b",NA,1106125,NA,0.574563977,11.5,0.574563977,"743","ACJ-01",28.4,28.8,28.9,0.35011990407674,"ok","ok","ok","ok",NA
"750",744,NA,21,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,224,1300,"a",1,13,4,0,0,0,1,NA,226,1300,"c","1",NA,NA,0,0,NA,NA,1106126,225,1300,"c","1",9000,NA,0,0,1,"3a",NA,1106126,NA,0.574563977,11,0.574563977,"744","ACJ-01",22.4,22.6,22.5,0.175059952038372,"ok","ok","ok","ok",NA
"751",745,NA,21,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,353,1300,"a",1,15,4,0,0,0,1,NA,355,1300,"a","1",NA,NA,0,0,NA,NA,1106127,355,1300,"c","1",11000,NA,0,0,1,"3b",NA,1106127,NA,0.599808019773585,13,0.599808019773585,"745","ACJ-01",35.3,35.5,35.5,0.175059952038372,"ok","ok","ok","ok",NA
"752",746,NA,21,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,521,1300,"a",1,14,4,0,0,0,1,NA,535,1300,"a","1",NA,NA,0,0,NA,NA,1106128,541,1300,"c","1",12000,NA,0,0,0,"4",NA,1106128,NA,0.669763012681063,13,0.669763012681063,"746","ACJ-01",52.1,53.5,54.1,1.22541966426858,"ok","ok","ok","ok",NA
"753",747,NA,22,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,414,1300,"a",1,14,4,0,0,0,1,NA,412,1300,"a","1",NA,NA,0,0,NA,NA,1106129,424,1300,"a","1",12000,NA,0,0,1,"3b",NA,1106129,NA,0.599808019773585,13,0.599808019773585,"747","ACJ-01",41.4,41.2,42.4,-0.175059952038366,"ok","ok","ok","ok",NA
"754",748,NA,22,NA,NA,NA,"Solanaceae","Sessea","dependens",NA,131,1300,"a",1,16,4,0,0,0,1,NA,135,1300,"a","1",NA,NA,0,0,NA,NA,1106130,139,1300,"a","1",11000,NA,0,0,0,"2c",NA,1106130,NA,0.4468375,13.5,0.4468375,"748","ACJ-01",13.1,13.5,13.9,0.350119904076739,"ok","ok","ok","ok",NA
"755",749,NA,22,NA,NA,NA,"Solanaceae","Sessea","dependens",NA,280,1300,"a",1,15,4,0,0,0,1,NA,274,1300,"a","1",NA,NA,0,0,NA,NA,1106131,282,1300,"c","1",9000,NA,0,0,0,"2b","pr„ximo al derrumbe",1106131,NA,0.4468375,12,0.4468375,"749","ACJ-01",28,27.4,28.2,-0.525179856115109,"ok","ok","ok","ok",NA
"756",750,NA,22,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,337,1300,"a",1,12,4,0,0,0,1,NA,342,1300,"c","1",NA,NA,0,0,NA,NA,1106132,347,1300,"c","1",9000,NA,0,0,1,"3a",NA,1106132,NA,0.599808019773585,10.5,0.599808019773585,"750","ACJ-01",33.7,34.2,34.7,0.437649880095923,"ok","ok","ok","ok",NA
"757",751,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,214,1300,"a",1,10,4,0,0,0,1,NA,223,1300,"c","1",NA,NA,0,0,NA,NA,1106133,228,1300,"c","1",10000,NA,0,0,0,"2b",NA,1106133,NA,0.430781927700787,10,0.430781927700787,"751","ACJ-01",21.4,22.3,22.8,0.787769784172664,"ok","ok","ok","ok",NA
"758",752,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,140,1300,"a",1,12,4,0,0,0,1,NA,141,1300,"c","1",NA,NA,0,0,NA,NA,1106134,142,1300,"c","1",10000,NA,0,0,0,"4",NA,1106134,NA,0.430781927700787,11,0.430781927700787,"752","ACJ-01",14,14.1,14.2,0.0875299760191843,"ok","ok","ok","ok",NA
"759",753,NA,22,NA,NA,NA,"Solanaceae","Sessea","dependens",NA,163,1300,"a",1,12,4,0,0,0,1,NA,168,1300,"c","1",NA,NA,0,0,NA,NA,1106135,171,1300,"c","1",8000,NA,0,0,0,"2c",NA,1106135,NA,0.4468375,10,0.4468375,"753","ACJ-01",16.3,16.8,17.1,0.437649880095923,"ok","ok","ok","ok",NA
"760",754,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,140,1300,"a",1,7,4,0,0,0,1,NA,0,1300,"0","mpu",NA,NA,0,0,NA,NA,1106136,0,1300,"0","mpu",0,NA,0,0,NA,NA,NA,1106136,NA,0.430781927700787,3.5,0.430781927700787,"754","ACJ-01",14,14,14,-12.2541966426858,"ok","shrunk.dbh.3","ok","ok",NA
"761",755,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,192,1300,"a",1,6,4,0,0,0,1,NA,195,1300,"a","1",NA,NA,0,0,NA,NA,1106137,196,1300,"bc","1",8000,NA,0,0,0,"1","b (7m)",1106137,NA,0.430781927700787,7,0.430781927700787,"755","ACJ-01",19.2,19.5,19.6,0.262589928057555,"ok","ok","ok","ok",NA
"762",756,NA,22,NA,NA,NA,"Rosaceae","Polylepis","pauta",NA,499,1300,"a",1,14,4,0,0,0,1,NA,503,1300,"c","1",NA,NA,0,0,NA,NA,1106138,NA,NA,"0","k",0,NA,0,0,NA,NA,NA,1106138,NA,0.669763012681063,7,0.669763012681063,"756","ACJ-01",49.9,50.3,NA,0.350119904076737,"ok","ok","ok","ok",NA
"763",757,NA,22,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,123,1300,"a",1,5,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1106139,0,1300,"0","kru",0,NA,0,0,NA,NA,NA,1106139,NA,0.599808019773585,2.5,0.599808019773585,"757","ACJ-01",12.3,12.3,12.3,-10.7661870503597,"ok","shrunk.dbh.3","ok","ok",NA
"764",758,NA,22,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,500,1300,"a",1,18,4,0,0,0,1,NA,508,1300,"ah","1",NA,NA,0,0,NA,NA,1106140,509,1300,"ch","1",13000,NA,0,0,0,"3b",NA,1106140,NA,0.639235706846016,15.5,0.639235706846016,"758","ACJ-01",50,50.8,50.9,0.700239808153475,"ok","ok","ok","ok",NA
"765",759,NA,22,758,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,230,1300,"a",1,18,4,0,0,0,1,NA,242,1300,"c","1",NA,NA,0,0,NA,NA,1106141,236,1300,"ch","1",11000,NA,0,0,0,"3a",NA,1106141,NA,0.639235706846016,14.5,0.639235706846016,"759","ACJ-01",23,24.2,23.6,1.05035971223022,"ok","ok","ok","ok",NA
"766",760,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,325,1300,"a",1,9,4,0,0,0,1,NA,324,1300,"ch","1",NA,NA,0,0,NA,NA,1106142,348,1300,"ch","1",10000,NA,0,0,0,"3a",NA,1106142,NA,0.430781927700787,9.5,0.430781927700787,"760","ACJ-01",32.5,32.4,34.8,-0.0875299760191859,"ok","ok","ok","ok",NA
"767",761,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,363,1300,"a",1,12,4,0,0,0,1,NA,368,1300,"ah","1",NA,NA,0,0,NA,NA,1106143,375,1300,"ch","1",11000,NA,0,0,1,"3b",NA,1106143,NA,0.430781927700787,11.5,0.430781927700787,"761","ACJ-01",36.3,36.8,37.5,0.437649880095923,"ok","ok","ok","ok",NA
"768",762,NA,22,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,495,1300,"a",1,14,4,0,0,0,1,NA,493,1300,"a","1",NA,NA,0,0,NA,NA,1106144,505,1300,"cq","1",11000,NA,0,0,1,"3a",NA,1106144,NA,0.430781927700787,12.5,0.430781927700787,"762","ACJ-01",49.5,49.3,50.5,-0.175059952038372,"ok","ok","ok","ok",NA
"769",763,NA,22,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,230,1300,"a",1,15,4,0,0,0,1,NA,234,1300,"a","1",NA,NA,0,0,NA,NA,1106145,235,1300,"c","1",12000,NA,0,0,1,"3b",NA,1106145,NA,0.574563977,13.5,0.574563977,"763","ACJ-01",23,23.4,23.5,0.350119904076737,"ok","ok","ok","ok",NA
