Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
1:30,31,8,2013,0,0,270,0,741.6208,8.72535,42.87369
2:00,31,8,2013,0,0,270,0,741.3252,8.78169,44.44211
2:30,31,8,2013,0,0,270,0,741.0296,8.72535,45.12632
3:00,31,8,2013,0,0,270,0,740.734,8.54225,44.84211
3:30,31,8,2013,0,0,270,0,740.734,8.52817,42.31579
4:00,31,8,2013,-0.21715,0,295,0,741.0296,8.53521,40.53684
4:30,31,8,2013,0,0,295,0,740.734,8.43662,40.52632
5:00,31,8,2013,-0.21715,0,295,0,741.0296,8.30282,40.1579
5:30,31,8,2013,-0.21715,0,300,0,741.0296,8.23239,38.56842
6:00,31,8,2013,0.86859,0,295,0,741.3252,8.40845,39.8
6:30,31,8,2013,22.80047,0,295,0,741.6208,8.27465,39.86316
7:00,31,8,2013,17.58894,0,295,0,742.2119,8.87324,43.56842
7:30,31,8,2013,26.27483,0,350,0,742.5075,9.56028,42.12632
8:00,31,8,2013,36.69791,0,10,0,742.8031,10.49286,40.67369
8:30,31,8,2013,265.5713,0,45,0,742.8031,11.62774,42.89474
9:00,31,8,2013,773.9133,0,15,0,741.6208,13.77612,43.51579
9:30,31,8,2013,883.1384,0.13333,85,0,741.3252,15.43411,37.37895
10:00,31,8,2013,965.0029,0.24,55,0,741.0296,16.41406,36.53684
10:30,31,8,2013,1027.107,0.29334,30,0,740.734,17.48,34.61053
11:00,31,8,2013,936.3395,0.21333,345,0,740.734,18.7459,31.70527
11:30,31,8,2013,1094.64,0.45334,130,0,741.0296,19.23333,30.57895
12:00,31,8,2013,590.6409,0.24,190,0,741.3252,19.46667,32.14737
12:30,31,8,2013,363.5047,0.02667,305,0,741.3252,18.01639,33.93684
13:00,31,8,2013,157.4319,0,30,0,741.3252,16.35938,39.5579
13:30,31,8,2013,168.9407,0.02667,315,0,741.3252,15.24806,42.17895
14:00,31,8,2013,276.2115,0,100,0,741.0296,15.13178,44.02105
14:30,31,8,2013,154.1746,0,295,0,740.4384,15.72093,41.24211
15:00,31,8,2013,84.47033,0,170,0,740.4384,14.93939,40.88421
15:30,31,8,2013,58.62979,0,285,0,740.734,13.86567,40.87369
16:00,31,8,2013,44.08092,0,285,0,740.734,13.20895,42.65263
16:30,31,8,2013,19.10897,0,240,0,740.734,12.80882,42.82106
17:00,31,8,2013,13.24599,0,295,0,740.734,12.38971,43.74737
17:30,31,8,2013,2.38862,0,145,0,741.0296,12.07353,44.78947
18:00,31,8,2013,0,0,145,0,741.0296,11.80292,44.9579
18:30,31,8,2013,0,0,145,0,741.3252,11.59124,45.16842
19:00,31,8,2013,0,0,140,0,741.6208,11.46715,45.61053
19:30,31,8,2013,-0.21715,0,140,0,741.6208,11.11679,45.05264
20:00,31,8,2013,0,0,185,0,741.9163,10.96429,45.35789
20:30,31,8,2013,0,0,185,0,741.9163,11.05839,45.93684
21:00,31,8,2013,-0.21715,0,185,0,742.2119,11.07299,46.1579
21:30,31,8,2013,-0.65144,0,185,0,742.2119,10.95714,46.52632
22:00,31,8,2013,0,0,185,0,742.2119,10.65,46.02105
22:30,31,8,2013,0,0,185,0,742.2119,10.35,46.8
23:00,31,8,2013,-0.21715,0,185,0,741.9163,10.41429,46.91579
23:30,31,8,2013,0,0,185,0,741.6208,10.44286,47.04211
0:00,1,9,2013,0,0,190,0,741.6208,10.20714,46.37895
0:30,1,9,2013,0,0,190,0,741.6208,9.89362,46.8
1:00,1,9,2013,0,0,190,0,741.0296,10.04286,46.91579
1:30,1,9,2013,0,0,190,0,740.734,10.20714,47.16842
2:00,1,9,2013,0,0,190,0,740.734,10.19286,47.06316
2:30,1,9,2013,-0.21715,0,190,0,740.4384,10.15714,46.98948
3:00,1,9,2013,-0.21715,0,190,0,740.734,9.87943,46.96842
3:30,1,9,2013,0,0,190,0,740.1428,9.73759,47.02105
4:00,1,9,2013,-0.21715,0,205,0,740.1428,9.32624,46.9579
4:30,1,9,2013,0,0,210,0,740.4384,8.83099,46.56842
5:00,1,9,2013,0,0,220,0,740.4384,8.59155,46.94737
5:30,1,9,2013,0,0,260,0,740.734,8.59155,46.98948
6:00,1,9,2013,0.43429,0,260,0,741.0296,8.32394,46.34737
6:30,1,9,2013,14.76602,0,265,0,741.3252,8.45775,47.8
7:00,1,9,2013,18.67467,0,265,0,741.6208,9.0922,47.35789
7:30,1,9,2013,27.36057,0,45,0,741.6208,9.74468,47.23158
8:00,1,9,2013,46.90384,0,30,0,741.9163,10.70714,45.64211
8:30,1,9,2013,214.5416,0,25,0,741.6208,11.9489,45.58948
9:00,1,9,2013,419.963,0.29334,145,0,740.734,14.25758,47.01053
9:30,1,9,2013,130.0713,0.02667,100,0,741.3252,14.26515,41.92632
10:00,1,9,2013,134.6314,0,50,0,741.9163,13.73134,43.37895
10:30,1,9,2013,133.7628,0.05333,255,0,741.9163,13.75373,44.12632
11:00,1,9,2013,123.3397,0.02667,160,0,741.9163,13.81343,44
11:30,1,9,2013,81.43027,0,145,0,741.6208,13.32836,44.44211
12:00,1,9,2013,127.0312,0,240,0,741.0296,13.20149,46.52632
12:30,1,9,2013,53.6354,0,280,0,741.0296,13.23881,45.30526
13:00,1,9,2013,80.77882,0,115,0,741.0296,12.96323,46.7579
13:30,1,9,2013,47.33813,0,290,0,740.1428,13.0597,45.97895
